detected,status,numberOfTestsRun,sourceFile,mutatedClass,mutatedMethod,methodDescription,lineNumber,mutator,indexes,blocks,killingTest,description,project,version,target_mode,source_xml,local_index,killed,mutant_id
True,KILLED,1,AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,hashMember,(Ljava/lang/String;Ljava/lang/Object;)I,246,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.AnnotationUtilsTest.testHashCode(org.apache.commons.lang3.AnnotationUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7264,True,Lang_6f_full_7264
True,KILLED,1,AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,memberEquals,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/Object;)Z,272,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.AnnotationUtilsTest.testGeneratedAnnotationEquivalentToRealAnnotation(org.apache.commons.lang3.AnnotationUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7281,True,Lang_6f_full_7281
True,KILLED,1,AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,memberEquals,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/Object;)Z,264,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,,,org.apache.commons.lang3.AnnotationUtilsTest.testGeneratedAnnotationEquivalentToRealAnnotation(org.apache.commons.lang3.AnnotationUtilsTest),replaced boolean return with false for org/apache/commons/lang3/AnnotationUtils::memberEquals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7282,True,Lang_6f_full_7282
True,KILLED,2,AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,memberEquals,(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/Object;)Z,273,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,,,org.apache.commons.lang3.AnnotationUtilsTest.testEquivalence(org.apache.commons.lang3.AnnotationUtilsTest),replaced boolean return with false for org/apache/commons/lang3/AnnotationUtils::memberEquals,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7284,True,Lang_6f_full_7284
True,KILLED,1,AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,toString,(Ljava/lang/annotation/Annotation;)Ljava/lang/String;,197,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.AnnotationUtilsTest.testToString(org.apache.commons.lang3.AnnotationUtilsTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7290,True,Lang_6f_full_7290
True,KILLED,1,AnnotationUtils.java,org.apache.commons.lang3.AnnotationUtils,toString,(Ljava/lang/annotation/Annotation;)Ljava/lang/String;,197,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.AnnotationUtilsTest.testToString(org.apache.commons.lang3.AnnotationUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7291,True,Lang_6f_full_7291
True,TIMED_OUT,0,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,format,(Ljava/lang/Object;Ljava/lang/StringBuffer;Ljava/text/FieldPosition;)Ljava/lang/StringBuffer;,380,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7306,False,Lang_6f_full_7306
False,NO_COVERAGE,0,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,format,(Ljava/lang/Object;Ljava/lang/StringBuffer;Ljava/text/FieldPosition;)Ljava/lang/StringBuffer;,384,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7308,False,Lang_6f_full_7308
False,NO_COVERAGE,0,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,format,(Ljava/lang/Object;Ljava/lang/StringBuffer;Ljava/text/FieldPosition;)Ljava/lang/StringBuffer;,388,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7309,False,Lang_6f_full_7309
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,getTimeZone,()Ljava/util/TimeZone;,485,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testTimeZoneMatches(org.apache.commons.lang3.time.FastDatePrinterTest),replaced return value with null for org/apache/commons/lang3/time/FastDatePrinter::getTimeZone,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7322,True,Lang_6f_full_7322
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,getTimeZoneDisplay,(Ljava/util/TimeZone;ZILjava/util/Locale;)Ljava/lang/String;,1096,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDateFormat_PrinterTest.testCalendarTimezoneRespected(org.apache.commons.lang3.time.FastDateFormat_PrinterTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7324,True,Lang_6f_full_7324
False,SURVIVED,4,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,hashCode,()I,535,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,,Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7327,False,Lang_6f_full_7327
True,KILLED,6,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,init,()V,153,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testLang645(org.apache.commons.lang3.time.FastDatePrinterTest),Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7333,True,Lang_6f_full_7333
True,TIMED_OUT,0,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,init,()V,152,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7334,False,Lang_6f_full_7334
True,KILLED,6,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,parsePattern,()Ljava/util/List;,287,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testLang645(org.apache.commons.lang3.time.FastDatePrinterTest),replaced return value with Collections.emptyList for org/apache/commons/lang3/time/FastDatePrinter::parsePattern,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7352,True,Lang_6f_full_7352
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,parseToken,(Ljava/lang/String;[I)Ljava/lang/String;,328,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testLang645(org.apache.commons.lang3.time.FastDatePrinterTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7380,True,Lang_6f_full_7380
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,readObject,(Ljava/io/ObjectInputStream;)V,559,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testLang303(org.apache.commons.lang3.time.FastDatePrinterTest),removed call to java/io/ObjectInputStream::defaultReadObject,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7388,True,Lang_6f_full_7388
True,KILLED,1,FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter,readObject,(Ljava/io/ObjectInputStream;)V,560,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,org.apache.commons.lang3.time.FastDatePrinterTest.testLang303(org.apache.commons.lang3.time.FastDatePrinterTest),removed call to org/apache/commons/lang3/time/FastDatePrinter::init,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7389,True,Lang_6f_full_7389
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,isAsciiAlphaUpper,(C)Z,479,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.CharUtilsTest.testIsAsciiAlphaUpper_char(org.apache.commons.lang3.CharUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7413,True,Lang_6f_full_7413
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,isAsciiAlphanumeric,(C)Z,536,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.CharUtilsTest.testIsAsciiAlphanumeric_char(org.apache.commons.lang3.CharUtilsTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7416,True,Lang_6f_full_7416
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,isAsciiAlphanumeric,(C)Z,536,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.CharUtilsTest.testIsAsciiAlphanumeric_char(org.apache.commons.lang3.CharUtilsTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7420,True,Lang_6f_full_7420
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,isAsciiControl,(C)Z,441,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.CharUtilsTest.testIsAsciiControl_char(org.apache.commons.lang3.CharUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7430,True,Lang_6f_full_7430
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,isAsciiNumeric,(C)Z,517,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.CharUtilsTest.testToIntValue_char_int(org.apache.commons.lang3.CharUtilsTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7433,True,Lang_6f_full_7433
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,toChar,(Ljava/lang/String;)C,173,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.CharUtilsTest.testToChar_String(org.apache.commons.lang3.CharUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7448,True,Lang_6f_full_7448
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,toChar,(Ljava/lang/String;)C,176,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.CharUtilsTest.testToChar_String(org.apache.commons.lang3.CharUtilsTest),replaced char return with 0 for org/apache/commons/lang3/CharUtils::toChar,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7449,True,Lang_6f_full_7449
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,toChar,(Ljava/lang/String;C)C,198,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.CharUtilsTest.testToChar_String_char(org.apache.commons.lang3.CharUtilsTest),replaced char return with 0 for org/apache/commons/lang3/CharUtils::toChar,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7452,True,Lang_6f_full_7452
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,toCharacterObject,(Ljava/lang/String;)Ljava/lang/Character;,112,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.CharUtilsTest.testToCharacterObject_String(org.apache.commons.lang3.CharUtilsTest),replaced Character return value with 0 for org/apache/commons/lang3/CharUtils::toCharacterObject,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7456,True,Lang_6f_full_7456
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,toIntValue,(C)I,221,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.CharUtilsTest.testToIntValue_char(org.apache.commons.lang3.CharUtilsTest),Replaced integer subtraction with addition,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7457,True,Lang_6f_full_7457
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,toIntValue,(Ljava/lang/Character;)I,266,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.CharUtilsTest.testToIntValue_Character(org.apache.commons.lang3.CharUtilsTest),replaced int return with 0 for org/apache/commons/lang3/CharUtils::toIntValue,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7465,True,Lang_6f_full_7465
True,KILLED,1,CharUtils.java,org.apache.commons.lang3.CharUtils,unicodeEscaped,(Ljava/lang/Character;)Ljava/lang/String;,383,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.CharUtilsTest.testToUnicodeEscaped_Character(org.apache.commons.lang3.CharUtilsTest),"replaced return value with """" for org/apache/commons/lang3/CharUtils::unicodeEscaped",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7488,True,Lang_6f_full_7488
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,equals,(Ljava/lang/Object;)Z,189,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testEquals(org.apache.commons.lang3.time.FastDateParserTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7499,True,Lang_6f_full_7499
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,equals,(Ljava/lang/Object;)Z,195,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testEquals(org.apache.commons.lang3.time.FastDateParserTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7502,True,Lang_6f_full_7502
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,escapeRegex,(Ljava/lang/StringBuilder;Ljava/lang/String;Z)Ljava/lang/StringBuilder;,306,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testQuotes(org.apache.commons.lang3.time.FastDateParserTest),Changed increment from 1 to -1,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7506,True,Lang_6f_full_7506
True,KILLED,2,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,getLocaleSpecificStrategy,(ILjava/util/Calendar;)Lorg/apache/commons/lang3/time/FastDateParser$Strategy;,504,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testTimeZoneMatches(org.apache.commons.lang3.time.FastDateParserTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7521,True,Lang_6f_full_7521
True,KILLED,4,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,getLocaleSpecificStrategy,(ILjava/util/Calendar;)Lorg/apache/commons/lang3/time/FastDateParser$Strategy;,509,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testPatternMatches(org.apache.commons.lang3.time.FastDateParserTest),replaced return value with null for org/apache/commons/lang3/time/FastDateParser::getLocaleSpecificStrategy,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7523,True,Lang_6f_full_7523
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,getStrategy,(Ljava/lang/String;Ljava/util/Calendar;)Lorg/apache/commons/lang3/time/FastDateParser$Strategy;,431,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testLang538(org.apache.commons.lang3.time.FastDateParserTest),Replaced integer subtraction with addition,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7530,True,Lang_6f_full_7530
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,getStrategy,(Ljava/lang/String;Ljava/util/Calendar;)Lorg/apache/commons/lang3/time/FastDateParser$Strategy;,435,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testToStringContainsName(org.apache.commons.lang3.time.FastDateParserTest),replaced return value with null for org/apache/commons/lang3/time/FastDateParser::getStrategy,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7534,True,Lang_6f_full_7534
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,getStrategy,(Ljava/lang/String;Ljava/util/Calendar;)Lorg/apache/commons/lang3/time/FastDateParser$Strategy;,465,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testParseNumerics(org.apache.commons.lang3.time.FastDateParserTest),replaced return value with null for org/apache/commons/lang3/time/FastDateParser::getStrategy,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7549,True,Lang_6f_full_7549
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,getStrategy,(Ljava/lang/String;Ljava/util/Calendar;)Lorg/apache/commons/lang3/time/FastDateParser$Strategy;,472,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testTimeZoneMatches(org.apache.commons.lang3.time.FastDateParserTest),replaced return value with null for org/apache/commons/lang3/time/FastDateParser::getStrategy,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7552,True,Lang_6f_full_7552
True,KILLED,2,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,hashCode,()I,205,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.lang3.time.FastDateParserTest.test_Equality_Hash(org.apache.commons.lang3.time.FastDateParserTest),Replaced integer addition with subtraction,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7555,True,Lang_6f_full_7555
False,SURVIVED,2,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,hashCode,()I,205,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,,Replaced integer multiplication with division,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7556,False,Lang_6f_full_7556
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,init,()V,137,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testToStringContainsName(org.apache.commons.lang3.time.FastDateParserTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7562,True,Lang_6f_full_7562
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,isNextNumber,()Z,367,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testToStringContainsName(org.apache.commons.lang3.time.FastDateParserTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7564,True,Lang_6f_full_7564
True,KILLED,4,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,isNextNumber,()Z,367,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testDayOf(org.apache.commons.lang3.time.FastDateParserTest),replaced boolean return with true for org/apache/commons/lang3/time/FastDateParser::isNextNumber,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7566,True,Lang_6f_full_7566
True,KILLED,1,FastDateParser.java,org.apache.commons.lang3.time.FastDateParser,toString,()Ljava/lang/String;,215,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.time.FastDateParserTest.testToStringContainsName(org.apache.commons.lang3.time.FastDateParserTest),"replaced return value with """" for org/apache/commons/lang3/time/FastDateParser::toString",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7583,True,Lang_6f_full_7583
True,KILLED,1,StringUtils.java,org.apache.commons.lang3.StringUtils,lastIndexOfIgnoreCase,(Ljava/lang/CharSequence;Ljava/lang/CharSequence;)I,1201,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testLastIndexOfIgnoreCase_String(org.apache.commons.lang3.StringUtilsEqualsIndexOfTest),replaced int return with 0 for org/apache/commons/lang3/StringUtils::lastIndexOfIgnoreCase,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,759,True,Lang_6f_full_759
False,SURVIVED,2,StringUtils.java,org.apache.commons.lang3.StringUtils,lastIndexOfIgnoreCase,(Ljava/lang/CharSequence;Ljava/lang/CharSequence;I)I,1237,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,,changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,760,False,Lang_6f_full_760
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,getRootCauseMessage,(Ljava/lang/Throwable;)Ljava/lang/String;,694,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.test_getRootCauseMessage_Throwable(org.apache.commons.lang3.exception.ExceptionUtilsTest),"replaced return value with """" for org/apache/commons/lang3/exception/ExceptionUtils::getRootCauseMessage",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7601,True,Lang_6f_full_7601
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,getRootCauseStackTrace,(Ljava/lang/Throwable;)[Ljava/lang/String;,518,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.testGetRootCauseStackTrace_Throwable(org.apache.commons.lang3.exception.ExceptionUtilsTest),replaced return value with null for org/apache/commons/lang3/exception/ExceptionUtils::getRootCauseStackTrace,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7614,True,Lang_6f_full_7614
True,KILLED,4,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,getStackTrace,(Ljava/lang/Throwable;)Ljava/lang/String;,586,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.lang3.exception.ContextedExceptionTest.testContextedException(org.apache.commons.lang3.exception.ContextedExceptionTest),"replaced return value with """" for org/apache/commons/lang3/exception/ExceptionUtils::getStackTrace",Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7627,True,Lang_6f_full_7627
False,SURVIVED,4,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,indexOf,(Ljava/lang/Throwable;Ljava/lang/Class;IZ)I,390,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,,changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7633,False,Lang_6f_full_7633
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,indexOf,(Ljava/lang/Throwable;Ljava/lang/Class;IZ)I,398,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.testIndexOfType_ThrowableClass(org.apache.commons.lang3.exception.ExceptionUtilsTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7635,True,Lang_6f_full_7635
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,indexOf,(Ljava/lang/Throwable;Ljava/lang/Class;IZ)I,404,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.testIndexOf_ThrowableClass(org.apache.commons.lang3.exception.ExceptionUtilsTest),changed conditional boundary,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7636,True,Lang_6f_full_7636
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,indexOf,(Ljava/lang/Throwable;Ljava/lang/Class;IZ)I,387,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.testIndexOf_ThrowableClass(org.apache.commons.lang3.exception.ExceptionUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7638,True,Lang_6f_full_7638
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,indexOf,(Ljava/lang/Throwable;Ljava/lang/Class;IZ)I,398,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.testIndexOfType_ThrowableClass(org.apache.commons.lang3.exception.ExceptionUtilsTest),negated conditional,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7642,True,Lang_6f_full_7642
True,KILLED,1,ExceptionUtils.java,org.apache.commons.lang3.exception.ExceptionUtils,indexOfType,(Ljava/lang/Throwable;Ljava/lang/Class;)I,348,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,org.apache.commons.lang3.exception.ExceptionUtilsTest.testIndexOfType_ThrowableClass(org.apache.commons.lang3.exception.ExceptionUtilsTest),replaced int return with 0 for org/apache/commons/lang3/exception/ExceptionUtils::indexOfType,Lang,6f,full,/kaggle/working/results_full20/pit_reports/Lang_6f/pit-reports/mutations.xml,7653,True,Lang_6f_full_7653
