mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
JacksonCore_2f_mutant_3,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_closeInput,234,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_ioContext.isResourceManaged() || isEnabled(Feature.AUTO_CLOSE_SOURCE)) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  231:          *   feature is enabled.
  232:          */
  233:         if (_inputStream != null) {
>>234:             if (_ioContext.isResourceManaged() || isEnabled(Feature.AUTO_CLOSE_SOURCE)) {
  235:                 _inputStream.close();
  236:             }
  237:             _inputStream = null;",123
JacksonCore_2f_mutant_297,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleApos,2354,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (outPtr >= outBuf.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2351:                 if (_inputPtr >= _inputEnd) {
  2352:                     loadMoreGuaranteed();
  2353:                 }
>>2354:                 if (outPtr >= outBuf.length) {
  2355:                     outBuf = _textBuffer.finishCurrentSegment();
  2356:                     outPtr = 0;
  2357:                 }",123
JacksonCore_9f_mutant_1423,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,1012,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i == INT_QUOTE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1009:         _currToken = JsonToken.FIELD_NAME;
  1010: 
  1011:         i = _skipColon();
>>1012:         if (i == INT_QUOTE) {
  1013:             _tokenIncomplete = true;
  1014:             _nextToken = JsonToken.VALUE_STRING;
  1015:             return nameStr;",123
JacksonCore_3f_mutant_442,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_matchToken,2489,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (ch < '0' || ch == ']' || ch == '}') { // expected/allowed chars,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2486:             return;
  2487:         }
  2488:         int ch = _inputBuffer[_inputPtr] & 0xFF;
>>2489:         if (ch < '0' || ch == ']' || ch == '}') { // expected/allowed chars
  2490:             return;
  2491:         }
  2492:         // but actually only alphanums are problematic",123
JacksonCore_2f_mutant_1237,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,868,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportUnexpectedChar(i, ""was expecting comma to separate ""+_parsingContext.getTypeDesc()+"" entries"");",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  865:         // Nope: do we then expect a comma?
  866:         if (_parsingContext.expectComma()) {
  867:             if (i != INT_COMMA) {
>>868:                 _reportUnexpectedChar(i, ""was expecting comma to separate ""+_parsingContext.getTypeDesc()+"" entries"");
  869:             }
  870:             i = _skipWS();
  871:         }",123
JacksonCore_9f_mutant_1752,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_decodeBase64,2271,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,decodedData = (decodedData << 6) | bits;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2268:                 // otherwise we got escaped other char, to be processed below
  2269:             }
  2270:             // otherwise, our triplet is now complete
>>2271:             decodedData = (decodedData << 6) | bits;
  2272:             builder.appendThreeBytes(decodedData);
  2273:         }
  2274:     }",123
Csv_8f_mutant_82,Csv,8f,org.apache.commons.csv.CSVFormat,hashCode,539,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,result = prime * result + Arrays.hashCode(header);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  536:         result = prime * result + (ignoreEmptyLines ? 1231 : 1237);
  537:         result = prime * result + (skipHeaderRecord ? 1231 : 1237);
  538:         result = prime * result + ((recordSeparator == null) ? 0 : recordSeparator.hashCode());
>>539:         result = prime * result + Arrays.hashCode(header);
  540:         return result;
  541:     }
  542: ",123
JacksonCore_9f_mutant_1295,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,findName,2229,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"return addName(quads, qlen, lastQuadBytes);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  2226:         quads[qlen++] = pad(lastQuad, lastQuadBytes);
  2227:         String name = _symbols.findName(quads, qlen);
  2228:         if (name == null) {
>>2229:             return addName(quads, qlen, lastQuadBytes);
  2230:         }
  2231:         return name;
  2232:     }",123
Codec_7f_mutant_257,Codec,7f,org.apache.commons.codec.binary.Base64,toIntegerBytes,1055,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"System.arraycopy(bigBytes, startSrc, resizedBytes, startDst, len);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1052:         }
  1053:         int startDst = bitlen / 8 - len; // to pad w/ nulls as per spec
  1054:         byte[] resizedBytes = new byte[bitlen / 8];
>>1055:         System.arraycopy(bigBytes, startSrc, resizedBytes, startDst, len);
  1056:         return resizedBytes;
  1057:     }
  1058: ",123
JacksonCore_9f_mutant_2151,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1075,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (outPtr >= outBuf.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1072:                     break fract_loop;
  1073:                 }
  1074:                 ++fractLen;
>>1075:                 if (outPtr >= outBuf.length) {
  1076:                     outBuf = _textBuffer.finishCurrentSegment();
  1077:                     outPtr = 0;
  1078:                 }",123
JacksonCore_6f_mutant_8,JacksonCore,6f,com.fasterxml.jackson.core.JsonPointer,_parseIndex,202,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (c > '9' || c < '0') {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  199:         }
  200:         for (int i = 1; i < len; ++i) {
  201:             c = str.charAt(i);
>>202:             if (c > '9' || c < '0') {
  203:                 return -1;
  204:             }
  205:         }",123
JacksonCore_9f_mutant_1123,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWSOrEnd,2894,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (i == INT_CR) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2891:                 if (i == INT_LF) {
  2892:                     ++_currInputRow;
  2893:                     _currInputRowStart = _inputPtr;
>>2894:                 } else if (i == INT_CR) {
  2895:                     _skipCR();
  2896:                 } else if (i != INT_TAB) {
  2897:                     _throwInvalidSpace(i);",123
JacksonCore_9f_mutant_246,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_finishString,2379,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,++ptr;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  2376:                 }
  2377:                 break;
  2378:             }
>>2379:             ++ptr;
  2380:             outBuf[outPtr++] = (char) c;
  2381:         }
  2382:         _inputPtr = ptr;",123
JacksonCore_2f_mutant_405,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_isNextTokenNameYes,954,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_matchToken(""true"", 1);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  951:         case '}':
  952:             _reportUnexpectedChar(i, ""expected a value"");
  953:         case 't':
>>954:             _matchToken(""true"", 1);
  955:             _nextToken = JsonToken.VALUE_TRUE;
  956:             return;
  957:         case 'f':",123
JacksonCore_10f_mutant_478,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,secondaryCount,409,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,++count;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  406:         int offset = _secondaryStart + 3;
  407:         for (int end = _tertiaryStart; offset < end; offset += 4) {
  408:             if (_hashArea[offset] != 0) {
>>409:                 ++count;
  410:             }
  411:         }
  412:         return count;",123
JacksonCore_1f_mutant_239,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,append,446,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputStart >= 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  443:     public void append(char[] c, int start, int len)
  444:     {
  445:         // Can't append to shared buf (sanity check)
>>446:         if (_inputStart >= 0) {
  447:             unshare(len);
  448:         }
  449:         _resultString = null;",123
JacksonCore_9f_mutant_1177,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_verifyNoLeadingZeroes,1511,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (ch < INT_0 || ch > INT_9) { // followed by non-number; retain one zero,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1508:         if (ch == INT_0) {
  1509:             while (_inputPtr < _inputEnd || loadMore()) {
  1510:                 ch = _inputBuffer[_inputPtr] & 0xFF;
>>1511:                 if (ch < INT_0 || ch > INT_9) { // followed by non-number; retain one zero
  1512:                     return INT_0;
  1513:                 }
  1514:                 ++_inputPtr; // skip previous zeroes",123
JacksonCore_2f_mutant_1745,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseName,1213,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (ch == '""') {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1210:             do {
  1211:                 int ch = _inputBuffer[ptr];
  1212:                 if (ch < maxCode && codes[ch] != 0) {
>>1213:                     if (ch == '""') {
  1214:                         int start = _inputPtr;
  1215:                         _inputPtr = ptr+1; // to skip the quote
  1216:                         return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash);",123
Codec_3f_mutant_273,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleG,425,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (index == 1 && isVowel(charAt(value, 0)) && !slavoGermanic) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  422:         if (charAt(value, index + 1) == 'H') {
  423:             index = handleGH(value, result, index);
  424:         } else if (charAt(value, index + 1) == 'N') {
>>425:             if (index == 1 && isVowel(charAt(value, 0)) && !slavoGermanic) {
  426:                 result.append(""KN"", ""N"");
  427:             } else if (!contains(value, index + 2, 2, ""EY"") &&
  428:                        charAt(value, index + 1) != 'Y' && !slavoGermanic) {",123
JacksonCore_9f_mutant_155,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeUtf8_3,3268,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,if ((d & 0xC0) != 0x080) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3265:         }
  3266:         c1 &= 0x0F;
  3267:         int d = (int) _inputBuffer[_inputPtr++];
>>3268:         if ((d & 0xC0) != 0x080) {
  3269:             _reportInvalidOther(d & 0xFF, _inputPtr);
  3270:         }
  3271:         int c = (c1 << 6) | (d & 0x3F);",123
JacksonCore_2f_mutant_1814,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber,924,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (ch == 'e' || ch == 'E') { // and/or exponent,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  921:             }
  922: 
  923:             int expLen = 0;
>>924:             if (ch == 'e' || ch == 'E') { // and/or exponent
  925:                 if (ptr >= inputLen) {
  926:                     break dummy_loop;
  927:                 }",123
Codec_3f_mutant_414,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleR,601,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (index == value.length() - 1 && !slavoGermanic &&,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  598:                         DoubleMetaphoneResult result,
  599:                         int index,
  600:                         boolean slavoGermanic) {
>>601:         if (index == value.length() - 1 && !slavoGermanic &&
  602:             contains(value, index - 2, 2, ""IE"") &&
  603:             !contains(value, index - 4, 2, ""ME"", ""MA"")) {
  604:             result.appendAlternate('R');",123
JacksonCore_9f_mutant_1088,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWS2,2839,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i != INT_SPACE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2836:                 }
  2837:                 return i;
  2838:             }
>>2839:             if (i != INT_SPACE) {
  2840:                 if (i == INT_LF) {
  2841:                     ++_currInputRow;
  2842:                     _currInputRowStart = _inputPtr;",123
JacksonCore_3f_mutant_377,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleUnexpectedValue,2326,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return resetAsNaN(""Infinity"", Double.POSITIVE_INFINITY);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  2323:         case 'I':
  2324:             _matchToken(""Infinity"", 1);
  2325:             if (isEnabled(Feature.ALLOW_NON_NUMERIC_NUMBERS)) {
>>2326:                 return resetAsNaN(""Infinity"", Double.POSITIVE_INFINITY);
  2327:             }
  2328:             _reportError(""Non-standard token 'Infinity': enable JsonParser.Feature.ALLOW_NON_NUMERIC_NUMBERS to allow"");
  2329:             break;",123
JacksonCore_3f_mutant_1349,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseEscapedName,1730,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,currQuad = (currQuad << 8) | (0x80 | ((ch >> 6) & 0x3f));,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1727:                             currQuad = 0;
  1728:                             currQuadBytes = 0;
  1729:                         }
>>1730:                         currQuad = (currQuad << 8) | (0x80 | ((ch >> 6) & 0x3f));
  1731:                         ++currQuadBytes;
  1732:                     }
  1733:                     // And same last byte in both cases, gets output below:",123
JacksonCore_9f_mutant_1546,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseEscapedName,1926,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (currQuadBytes >= 4) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1923:                  */
  1924:                 if (ch > 127) {
  1925:                     // Ok, we'll need room for first byte right away
>>1926:                     if (currQuadBytes >= 4) {
  1927:                         if (qlen >= quads.length) {
  1928:                             _quadBuffer = quads = growArrayBy(quads, quads.length);
  1929:                         }",123
JacksonCore_9f_mutant_1635,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseLongName,1829,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"return parseEscapedName(_quadBuffer, qlen, q, i, 3);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  1826:                 if (i == INT_QUOTE) {
  1827:                     return findName(_quadBuffer, qlen, q, 3);
  1828:                 }
>>1829:                 return parseEscapedName(_quadBuffer, qlen, q, i, 3);
  1830:             }
  1831: 
  1832:             q = (q << 8) | i;",123
JacksonCore_1f_mutant_315,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,findBuffer,236,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return _allocator.allocCharBuffer(BufferRecycler.CharBufferType.TEXT_BUFFER, needed);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  233:     private char[] findBuffer(int needed)
  234:     {
  235:         if (_allocator != null) {
>>236:             return _allocator.allocCharBuffer(BufferRecycler.CharBufferType.TEXT_BUFFER, needed);
  237:         }
  238:         return new char[Math.max(needed, MIN_SEGMENT_LEN)];
  239:     }",123
Codec_8f_mutant_133,Codec,8f,org.apache.commons.codec.binary.Base64,encode,481,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,modulus = (++modulus) % 3;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  478:                 if (buffer == null || buffer.length - pos < encodeSize) {
  479:                     resizeBuffer();
  480:                 }
>>481:                 modulus = (++modulus) % 3;
  482:                 int b = in[inPos++];
  483:                 if (b < 0) {
  484:                     b += 256;",123
Codec_3f_mutant_155,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleAEIOUY,273,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,result.append('A');,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  270:     private int handleAEIOUY(String value, DoubleMetaphoneResult result, int
  271:                              index) {
  272:         if (index == 0) {
>>273:             result.append('A');
  274:         }
  275:         return index + 1;
  276:     }",123
Codec_7f_mutant_136,Codec,7f,org.apache.commons.codec.binary.Base64,encode,492,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[pos++] = PAD;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  489:                     buffer[pos++] = encodeTable[(x << 2) & MASK_6BITS];
  490:                     // URL-SAFE skips the padding to further reduce size.
  491:                     if (encodeTable == STANDARD_ENCODE_TABLE) {
>>492:                         buffer[pos++] = PAD;
  493:                     }
  494:                     break;
  495:             }",123
Codec_7f_mutant_125,Codec,7f,org.apache.commons.codec.binary.Base64,encode,481,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[pos++] = PAD;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  478:                     buffer[pos++] = encodeTable[(x << 4) & MASK_6BITS];
  479:                     // URL-SAFE skips the padding to further reduce size.
  480:                     if (encodeTable == STANDARD_ENCODE_TABLE) {
>>481:                         buffer[pos++] = PAD;
  482:                         buffer[pos++] = PAD;
  483:                     }
  484:                     break;",123
Codec_8f_mutant_24,Codec,8f,org.apache.commons.codec.binary.Base64,decode,715,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return decode(StringUtils.getBytesUtf8(pArray));,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  712:      * @since 1.4
  713:      */
  714:     public byte[] decode(String pArray) {
>>715:         return decode(StringUtils.getBytesUtf8(pArray));
  716:     }
  717: 
  718:     /**",123
JacksonCore_9f_mutant_2427,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipColon2,1762,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i > INT_SPACE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1759:                 loadMoreGuaranteed();
  1760:             }
  1761:             int i = (int) _inputBuffer[_inputPtr++];
>>1762:             if (i > INT_SPACE) {
  1763:                 if (i == INT_SLASH) {
  1764:                     _skipComment();
  1765:                     continue;",123
Codec_8f_mutant_68,Codec,8f,org.apache.commons.codec.binary.Base64,decode,534,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (buffer == null || buffer.length - pos < decodeSize) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  531:             eof = true;
  532:         }
  533:         for (int i = 0; i < inAvail; i++) {
>>534:             if (buffer == null || buffer.length - pos < decodeSize) {
  535:                 resizeBuffer();
  536:             }
  537:             byte b = in[inPos++];",123
JacksonCore_9f_mutant_1493,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextLongValue,1282,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (t == JsonToken.START_OBJECT) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1279:             }
  1280:             if (t == JsonToken.START_ARRAY) {
  1281:                 _parsingContext = _parsingContext.createChildArrayContext(_tokenInputRow, _tokenInputCol);
>>1282:             } else if (t == JsonToken.START_OBJECT) {
  1283:                 _parsingContext = _parsingContext.createChildObjectContext(_tokenInputRow, _tokenInputCol);
  1284:             }
  1285:             return defaultValue;",123
JacksonCore_3f_mutant_861,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipColon,2663,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_throwInvalidSpace(i);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  2660:                 } else if (i == INT_CR) {
  2661:                     _skipCR();
  2662:                 } else if (i != INT_TAB) {
>>2663:                     _throwInvalidSpace(i);
  2664:                 }
  2665:             }
  2666:         }",123
Csv_9f_mutant_23,Csv,9f,org.apache.commons.csv.CSVRecord,putIn,181,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return map;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  178:      */
  179:     <M extends Map<String, String>> M putIn(final M map) {
  180:         if (mapping == null) {
>>181:             return map;
  182:         }
  183:         for (final Entry<String, Integer> entry : mapping.entrySet()) {
  184:             final int col = entry.getValue().intValue();",123
Codec_3f_mutant_417,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleR,603,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"!contains(value, index - 4, 2, ""ME"", ""MA"")) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  600:                         boolean slavoGermanic) {
  601:         if (index == value.length() - 1 && !slavoGermanic &&
  602:             contains(value, index - 2, 2, ""IE"") &&
>>603:             !contains(value, index - 4, 2, ""ME"", ""MA"")) {
  604:             result.appendAlternate('R');
  605:         } else {
  606:             result.append('R');",123
Csv_10f_mutant_106,Csv,10f,org.apache.commons.csv.CSVPrinter,println,338,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (recordSeparator != null) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  335:      */
  336:     public void println() throws IOException {
  337:         final String recordSeparator = format.getRecordSeparator();
>>338:         if (recordSeparator != null) {
  339:             out.append(recordSeparator);
  340:         }
  341:         newRecord = true;",123
JacksonCore_2f_mutant_557,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseFieldName,1508,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i == INT_QUOTE) { // one byte/char case or broken,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1505:                 }
  1506:                 return parseName(q, i, 2);
  1507:             }
>>1508:             if (i == INT_QUOTE) { // one byte/char case or broken
  1509:                 return findName(q, 1);
  1510:             }
  1511:             return parseName(q, i, 1);",123
JacksonCore_4f_mutant_95,JacksonCore,4f,com.fasterxml.jackson.core.util.TextBuffer,expand,660,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_segments == null) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  657:     private void expand(int minNewSegmentSize)
  658:     {
  659:         // First, let's move current segment to segment list:
>>660:         if (_segments == null) {
  661:             _segments = new ArrayList<char[]>();
  662:         }
  663:         char[] curr = _currentSegment;",123
Csv_8f_mutant_8,Csv,8f,org.apache.commons.csv.CSVFormat,equals,350,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (!quoteChar.equals(other.quoteChar)) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  347:             if (other.quoteChar != null) {
  348:                 return false;
  349:             }
>>350:         } else if (!quoteChar.equals(other.quoteChar)) {
  351:             return false;
  352:         }
  353:         if (commentStart == null) {",123
JacksonCore_9f_mutant_948,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipColonFast,1079,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i != INT_SLASH && i != INT_HASH) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1076:             } else if (i == INT_SPACE || i == INT_TAB) {
  1077:                 i = (int) _inputBuffer[ptr++];
  1078:                 if (i > INT_SPACE) {
>>1079:                     if (i != INT_SLASH && i != INT_HASH) {
  1080:                         _inputPtr = ptr;
  1081:                         return i;
  1082:                     }",123
JacksonCore_2f_mutant_1675,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleOddName2,1499,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_textBuffer.setCurrentLength(outPtr);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1496:                 outPtr = 0;
  1497:             }
  1498:         }
>>1499:         _textBuffer.setCurrentLength(outPtr);
  1500:         {
  1501:             TextBuffer tb = _textBuffer;
  1502:             char[] buf = tb.getTextBuffer();",123
JacksonCore_2f_mutant_2043,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipString,1621,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,} else if (i <= INT_QUOTE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1618:                     c = _decodeEscaped();
  1619:                     inputPtr = _inputPtr;
  1620:                     inputLen = _inputEnd;
>>1621:                 } else if (i <= INT_QUOTE) {
  1622:                     if (i == INT_QUOTE) {
  1623:                         _inputPtr = inputPtr;
  1624:                         break;",123
Csv_9f_mutant_28,Csv,9f,org.apache.commons.csv.CSVRecord,toString,222,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return Arrays.toString(values);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  219: 
  220:     @Override
  221:     public String toString() {
>>222:         return Arrays.toString(values);
  223:     }
  224: 
  225:     String[] values() {",123
JacksonCore_8f_mutant_115,JacksonCore,8f,com.fasterxml.jackson.core.util.TextBuffer,finishCurrentSegment,581,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (newLen < MIN_SEGMENT_LEN) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  578: 
  579:         // Let's grow segments by 50%
  580:         int newLen = oldLen + (oldLen >> 1);
>>581:         if (newLen < MIN_SEGMENT_LEN) {
  582:             newLen = MIN_SEGMENT_LEN;
  583:         } else if (newLen > MAX_SEGMENT_LEN) {
  584:             newLen = MAX_SEGMENT_LEN;",123
