mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
JacksonCore_9f_mutant_1080,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWS2,2826,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,int i = _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2823:     private final int _skipWS2() throws IOException
  2824:     {
  2825:         while (_inputPtr < _inputEnd || loadMore()) {
>>2826:             int i = _inputBuffer[_inputPtr++] & 0xFF;
  2827:             if (i > INT_SPACE) {
  2828:                 if (i == INT_SLASH) {
  2829:                     _skipComment();",2026
Codec_8f_mutant_28,Codec,8f,org.apache.commons.codec.binary.Base64,decode,730,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"decode(pArray, 0, pArray.length);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  727:         if (pArray == null || pArray.length == 0) {
  728:             return pArray;
  729:         }
>>730:         decode(pArray, 0, pArray.length);
  731:         decode(pArray, 0, -1); // Notify decoder of EOF.
  732:         byte[] result = new byte[pos];
  733:         readResults(result, 0, result.length);",2026
JacksonCore_2f_mutant_1929,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_readBinary,436,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,outputCount += outputPtr;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  433: 
  434:             // enough room? If not, flush
  435:             if (outputPtr > outputEnd) {
>>436:                 outputCount += outputPtr;
  437:                 out.write(buffer, 0, outputPtr);
  438:                 outputPtr = 0;
  439:             }",2026
JacksonCore_3f_mutant_1117,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,findName,1964,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (name != null) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1961:     {
  1962:         // Usually we'll find it from the canonical symbol table already
  1963:         Name name = _symbols.findName(q1);
>>1964:         if (name != null) {
  1965:             return name;
  1966:         }
  1967:         // If not, more work. We'll need add stuff to buffer",2026
Codec_5f_mutant_259,Codec,5f,org.apache.commons.codec.binary.Base64,toIntegerBytes,1056,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return resizedBytes;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  1053:         int startDst = bitlen / 8 - len; // to pad w/ nulls as per spec
  1054:         byte[] resizedBytes = new byte[bitlen / 8];
  1055:         System.arraycopy(bigBytes, startSrc, resizedBytes, startDst, len);
>>1056:         return resizedBytes;
  1057:     }
  1058: 
  1059:     /**",2026
JacksonCore_2f_mutant_580,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseFloat,1390,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,while (c <= INT_9 && c >= INT_0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1387:             }
  1388: 
  1389:             exp_loop:
>>1390:             while (c <= INT_9 && c >= INT_0) {
  1391:                 ++expLen;
  1392:                 if (outPtr >= outBuf.length) {
  1393:                     outBuf = _textBuffer.finishCurrentSegment();",2026
JacksonCore_9f_mutant_1138,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWSOrEnd2,2907,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,int i = _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2904:     private final int _skipWSOrEnd2() throws IOException
  2905:     {
  2906:         while ((_inputPtr < _inputEnd) || loadMore()) {
>>2907:             int i = _inputBuffer[_inputPtr++] & 0xFF;
  2908:             if (i > INT_SPACE) {
  2909:                 if (i == INT_SLASH) {
  2910:                     _skipComment();",2026
JacksonCore_10f_mutant_481,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,secondaryCount,408,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_hashArea[offset] != 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  405:         int count = 0;
  406:         int offset = _secondaryStart + 3;
  407:         for (int end = _tertiaryStart; offset < end; offset += 4) {
>>408:             if (_hashArea[offset] != 0) {
  409:                 ++count;
  410:             }
  411:         }",2026
JacksonCore_9f_mutant_534,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseAposName,2142,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (currQuadBytes < 4) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2139:                 }
  2140:             }
  2141:             // Ok, we have one more byte to add at any rate:
>>2142:             if (currQuadBytes < 4) {
  2143:                 ++currQuadBytes;
  2144:                 currQuad = (currQuad << 8) | ch;
  2145:             } else {",2026
JacksonCore_3f_mutant_696,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parserNumber2,1310,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return resetInt(negative, intPartLength);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  1307:         }
  1308: 
  1309:         // And there we have it!
>>1310:         return resetInt(negative, intPartLength);
  1311: 
  1312:     }
  1313: ",2026
JacksonCore_2f_mutant_1813,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber,918,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (fractLen == 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  915:                     ++fractLen;
  916:                 }
  917:                 // must be followed by sequence of ints, one minimum
>>918:                 if (fractLen == 0) {
  919:                     reportUnexpectedNumberChar(ch, ""Decimal point not followed by a digit"");
  920:                 }
  921:             }",2026
JacksonCore_2f_mutant_2046,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipString,1601,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (inputPtr >= inputLen) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1598:         char[] inputBuffer = _inputBuffer;
  1599: 
  1600:         while (true) {
>>1601:             if (inputPtr >= inputLen) {
  1602:                 _inputPtr = inputPtr;
  1603:                 if (!loadMore()) {
  1604:                     _reportInvalidEOF("": was expecting closing quote for a string value"");",2026
JacksonCore_2f_mutant_2186,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,nextBooleanValue,806,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,return null;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanFalseReturnValsMutator,"  803:             } else if (t == JsonToken.START_OBJECT) {
  804:                 _parsingContext = _parsingContext.createChildObjectContext(_tokenInputRow, _tokenInputCol);
  805:             }
>>806:             return null;
  807:         }
  808:         switch (nextToken()) {
  809:         case VALUE_TRUE:",2026
JacksonCore_2f_mutant_2222,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,nextToken,574,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,_tokenInputCol = _inputPtr - _currInputRowStart - 1;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  571:          */
  572:         _tokenInputTotal = _currInputProcessed + _inputPtr - 1;
  573:         _tokenInputRow = _currInputRow;
>>574:         _tokenInputCol = _inputPtr - _currInputRowStart - 1;
  575: 
  576:         // finally: clear any data retained so far
  577:         _binaryValue = null;",2026
JacksonCore_2f_mutant_1760,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseName2,1241,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1238:         int outPtr = _textBuffer.getCurrentSegmentSize();
  1239: 
  1240:         while (true) {
>>1241:             if (_inputPtr >= _inputEnd) {
  1242:                 if (!loadMore()) {
  1243:                     _reportInvalidEOF("": was expecting closing '""+((char) endChar)+""' for name"");
  1244:                 }",2026
Codec_4f_mutant_231,Codec,4f,org.apache.commons.codec.binary.Base64,readResults,408,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return len;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  405:                 // allowed for one round.
  406:                 buffer = null;
  407:             }
>>408:             return len;
  409:         }
  410:         return eof ? -1 : 0;
  411:     }",2026
JacksonCore_9f_mutant_772,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,608,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,ch = _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  605:             if (_inputPtr >= _inputEnd) {
  606:                 loadMoreGuaranteed();
  607:             }
>>608:             ch = _inputBuffer[_inputPtr++] & 0xFF;
  609:             bits = b64variant.decodeBase64Char(ch);
  610:             if (bits < 0) {
  611:                 if (bits != Base64Variant.BASE64_VALUE_PADDING) {",2026
JacksonCore_9f_mutant_1306,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,getCurrentLocation,662,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,int col = _inputPtr - _currInputRowStart + 1; // 1-based,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  659:     @Override
  660:     public JsonLocation getCurrentLocation()
  661:     {
>>662:         int col = _inputPtr - _currInputRowStart + 1; // 1-based
  663:         return new JsonLocation(_ioContext.getSourceReference(),
  664:                 _currInputProcessed + _inputPtr, -1L, // bytes, chars
  665:                 _currInputRow, col);",2026
JacksonCore_2f_mutant_1653,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleOddName,1335,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} while (ptr < inputLen);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1332:                 }
  1333:                 hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch;
  1334:                 ++ptr;
>>1335:             } while (ptr < inputLen);
  1336:         }
  1337:         int start = _inputPtr-1;
  1338:         _inputPtr = ptr;",2026
JacksonCore_2f_mutant_1733,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseName,1206,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (ptr < inputLen) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1203:         int hash = _hashSeed;
  1204:         final int inputLen = _inputEnd;
  1205: 
>>1206:         if (ptr < inputLen) {
  1207:             final int[] codes = _icLatin1;
  1208:             final int maxCode = codes.length;
  1209: ",2026
JacksonCore_9f_mutant_2380,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipColon,1717,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,i = (int) _inputBuffer[++_inputPtr];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1714:                 return i;
  1715:             }
  1716:             if (i == INT_SPACE || i == INT_TAB) {
>>1717:                 i = (int) _inputBuffer[++_inputPtr];
  1718:                 if (i > INT_SPACE) {
  1719:                     if (i == INT_SLASH || i == INT_HASH) {
  1720:                         return _skipColon2(true);",2026
Codec_8f_mutant_267,Codec,8f,org.apache.commons.codec.binary.Base64InputStream,read,141,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (offset < 0 || len < 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  138:     public int read(byte b[], int offset, int len) throws IOException {
  139:         if (b == null) {
  140:             throw new NullPointerException();
>>141:         } else if (offset < 0 || len < 0) {
  142:             throw new IndexOutOfBoundsException();
  143:         } else if (offset > b.length || offset + len > b.length) {
  144:             throw new IndexOutOfBoundsException();",2026
Codec_8f_mutant_176,Codec,8f,org.apache.commons.codec.binary.Base64,encodeBase64,792,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (len > maxResultSize) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  789:         }
  790: 
  791:         long len = getEncodeLength(binaryData, MIME_CHUNK_SIZE, CHUNK_SEPARATOR);
>>792:         if (len > maxResultSize) {
  793:             throw new IllegalArgumentException(""Input array too big, the output array would be bigger ("" +
  794:                 len +
  795:                 "") than the specified maxium size of "" +",2026
JacksonCore_9f_mutant_2503,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipString,1674,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_throwUnquotedSpace(i, ""string value"");",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  1671:                     }
  1672:                     if (i < INT_SPACE) {
  1673:                         _inputPtr = inPtr;
>>1674:                         _throwUnquotedSpace(i, ""string value"");
  1675:                     }
  1676:                 }
  1677:             }",2026
JacksonCore_9f_mutant_322,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleApos,2666,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (c != '\'') { // marked as special, isn't here",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2663: 
  2664:             switch (codes[c]) {
  2665:             case 1: // backslash
>>2666:                 if (c != '\'') { // marked as special, isn't here
  2667:                     c = _decodeEscaped();
  2668:                 }
  2669:                 break;",2026
JacksonCore_9f_mutant_338,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleInvalidNumberStart,2727,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"match = neg ? ""-INF"" :""+INF"";",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2724:             ch = _inputBuffer[_inputPtr++];
  2725:             String match;
  2726:             if (ch == 'N') {
>>2727:                 match = neg ? ""-INF"" :""+INF"";
  2728:             } else if (ch == 'n') {
  2729:                 match = neg ? ""-Infinity"" :""+Infinity"";
  2730:             } else {",2026
JacksonCore_2f_mutant_2017,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipComment,1734,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_inputPtr >= _inputEnd && !loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1731:             _reportUnexpectedChar('/', ""maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser)"");
  1732:         }
  1733:         // First: check which comment (if either) it is:
>>1734:         if (_inputPtr >= _inputEnd && !loadMore()) {
  1735:             _reportInvalidEOF("" in a comment"");
  1736:         }
  1737:         char c = _inputBuffer[_inputPtr++];",2026
Codec_5f_mutant_190,Codec,5f,org.apache.commons.codec.binary.Base64,encodeInteger,1025,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return encodeBase64(toIntegerBytes(bigInt), false);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  1022:         if (bigInt == null) {
  1023:             throw new NullPointerException(""encodeInteger called with null parameter"");
  1024:         }
>>1025:         return encodeBase64(toIntegerBytes(bigInt), false);
  1026:     }
  1027: 
  1028:     /**",2026
JacksonCore_2f_mutant_341,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleOddName,1765,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (ch == '\'' && isEnabled(Feature.ALLOW_SINGLE_QUOTES)) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1762:         throws IOException, JsonParseException
  1763:     {
  1764:         // [JACKSON-173]: allow single quotes
>>1765:         if (ch == '\'' && isEnabled(Feature.ALLOW_SINGLE_QUOTES)) {
  1766:             return _parseAposName();
  1767:         }
  1768:         // [JACKSON-69]: allow unquoted names if feature enabled:",2026
JacksonCore_10f_mutant_343,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,findName,486,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,len = hashArea[offset2+3];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  483:         // secondary? single slot shared by N/2 primaries
  484:         int offset2 = _secondaryStart + ((offset >> 3) << 2);
  485: 
>>486:         len = hashArea[offset2+3];
  487: 
  488:         if (len == 1) {
  489:             if (hashArea[offset2] == q1) {",2026
JacksonCore_3f_mutant_1441,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseMediumName,1572,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return parseName(_quad1, q2, i, 4);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  1569:             if (i == INT_QUOTE) { // 8 bytes
  1570:                 return findName(_quad1, q2, 4);
  1571:             }
>>1572:             return parseName(_quad1, q2, i, 4);
  1573:         }
  1574:         _quadBuffer[0] = _quad1;
  1575:         _quadBuffer[1] = q2;",2026
JacksonCore_2f_mutant_1997,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipCComment,1751,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,while ((_inputPtr < _inputEnd) || loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1748:     {
  1749:         // Ok: need the matching '*/'
  1750:         main_loop:
>>1751:         while ((_inputPtr < _inputEnd) || loadMore()) {
  1752:             int i = (int) _inputBuffer[_inputPtr++];
  1753:             if (i <= '*') {
  1754:                 if (i == '*') { // end?",2026
Codec_7f_mutant_22,Codec,7f,org.apache.commons.codec.binary.Base64,decode,722,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return decode((byte[]) pObject);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  719:      */
  720:     public Object decode(Object pObject) throws DecoderException {
  721:         if (pObject instanceof byte[]) {
>>722:             return decode((byte[]) pObject);
  723:         } else if (pObject instanceof String) {
  724:             return decode((String) pObject);
  725:         } else {",2026
Codec_3f_mutant_109,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,doubleMetaphone,124,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"index = charAt(value, index + 1) == 'F' ? index + 2 : index + 1;",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  121:                 break;
  122:             case 'F':
  123:                 result.append('F');
>>124:                 index = charAt(value, index + 1) == 'F' ? index + 2 : index + 1;
  125:                 break;
  126:             case 'G':
  127:                 index = handleG(value, result, index, slavoGermanic);",2026
Codec_8f_mutant_100,Codec,8f,org.apache.commons.codec.binary.Base64,encode,445,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (buffer == null || buffer.length - pos < encodeSize) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  442:         // encoding.
  443:         if (inAvail < 0) {
  444:             eof = true;
>>445:             if (buffer == null || buffer.length - pos < encodeSize) {
  446:                 resizeBuffer();
  447:             }
  448:             switch (modulus) {",2026
JacksonCore_3f_mutant_181,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeUtf8_3fast,2935,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"_reportInvalidOther(d & 0xFF, _inputPtr);",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2932:         int c = (c1 << 6) | (d & 0x3F);
  2933:         d = (int) _inputBuffer[_inputPtr++];
  2934:         if ((d & 0xC0) != 0x080) {
>>2935:             _reportInvalidOther(d & 0xFF, _inputPtr);
  2936:         }
  2937:         c = (c << 6) | (d & 0x3F);
  2938:         return c;",2026
JacksonCore_3f_mutant_1445,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,readBinaryValue,462,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!_tokenIncomplete || _currToken != JsonToken.VALUE_STRING) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  459:         throws IOException, JsonParseException
  460:     {
  461:         // if we have already read the token, just use whatever we may have
>>462:         if (!_tokenIncomplete || _currToken != JsonToken.VALUE_STRING) {
  463:             byte[] b = getBinaryValue(b64variant);
  464:             out.write(b);
  465:             return b.length;",2026
JacksonCore_2f_mutant_1663,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleOddName2,1491,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,outBuf[outPtr++] = c;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  1488:             ++_inputPtr;
  1489:             hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + i;
  1490:             // Ok, let's add char to output:
>>1491:             outBuf[outPtr++] = c;
  1492: 
  1493:             // Need more room?
  1494:             if (outPtr >= outBuf.length) {",2026
JacksonCore_9f_mutant_829,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_reportInvalidToken,3443,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr >= _inputEnd && !loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3440:           * nothing fancy here (nor fast).
  3441:           */
  3442:          while (true) {
>>3443:              if (_inputPtr >= _inputEnd && !loadMore()) {
  3444:                  break;
  3445:              }
  3446:              int i = (int) _inputBuffer[_inputPtr++];",2026
JacksonCore_3f_mutant_143,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeUtf8_2,2893,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2890: 
  2891:     private final int _decodeUtf8_2(int c) throws IOException
  2892:     {
>>2893:         if (_inputPtr >= _inputEnd) {
  2894:             loadMoreGuaranteed();
  2895:         }
  2896:         int d = (int) _inputBuffer[_inputPtr++];",2026
JacksonCore_9f_mutant_2858,JacksonCore,9f,com.fasterxml.jackson.core.base.ParserMinimalBase,getValueAsString,392,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_currToken == JsonToken.FIELD_NAME) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  389:         if (_currToken == JsonToken.VALUE_STRING) {
  390:             return getText();
  391:         }
>>392:         if (_currToken == JsonToken.FIELD_NAME) {
  393:             return getCurrentName();
  394:         }
  395:         return getValueAsString(null);",2026
Codec_2f_mutant_19,Codec,2f,org.apache.commons.codec.binary.Base64,decode,503,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,for (int i = 0; i < inAvail; i++) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  500:         if (inAvail < 0) {
  501:             eof = true;
  502:         }
>>503:         for (int i = 0; i < inAvail; i++) {
  504:             if (buf == null || buf.length - pos < decodeSize) {
  505:                 resizeBuf();
  506:             }",2026
JacksonCore_9f_mutant_711,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parsePosNumber,1368,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (c < INT_0 || c > INT_9) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1365:                 return _parseNumber2(outBuf, outPtr, false, intLen);
  1366:             }
  1367:             c = (int) _inputBuffer[_inputPtr++] & 0xFF;
>>1368:             if (c < INT_0 || c > INT_9) {
  1369:                 break;
  1370:             }
  1371:             ++intLen;",2026
JacksonCore_2f_mutant_490,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseAposName,1889,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,currQuad = (currQuad << 8) | (0xe0 | (ch >> 12));,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1886:                         ++currQuadBytes;
  1887:                         // Second byte gets output below:
  1888:                     } else { // 3 bytes; no need to worry about surrogates here
>>1889:                         currQuad = (currQuad << 8) | (0xe0 | (ch >> 12));
  1890:                         ++currQuadBytes;
  1891:                         // need room for middle byte?
  1892:                         if (currQuadBytes >= 4) {",2026
JacksonCore_1f_mutant_108,JacksonCore,1f,com.fasterxml.jackson.core.io.NumberInput,parseInt,101,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,num = (num * 10) + (c - '0');,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  98:                 if (c > '9' || c < '0') {
  99:                     return Integer.parseInt(str);
  100:                 }
>>101:                 num = (num * 10) + (c - '0');
  102:                 // Let's just loop if we have more than 3 digits:
  103:                 if (offset < length) {
  104:                     do {",2026
JacksonCore_2f_mutant_1884,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1040,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (c == 'e' || c == 'E') { // exponent?,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1037:         }
  1038: 
  1039:         int expLen = 0;
>>1040:         if (c == 'e' || c == 'E') { // exponent?
  1041:             if (outPtr >= outBuf.length) {
  1042:                 outBuf = _textBuffer.finishCurrentSegment();
  1043:                 outPtr = 0;",2026
Codec_8f_mutant_144,Codec,8f,org.apache.commons.codec.binary.Base64,encode,490,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  487:                 if (0 == modulus) {
  488:                     buffer[pos++] = encodeTable[(x >> 18) & MASK_6BITS];
  489:                     buffer[pos++] = encodeTable[(x >> 12) & MASK_6BITS];
>>490:                     buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];
  491:                     buffer[pos++] = encodeTable[x & MASK_6BITS];
  492:                     currentLinePos += 4;
  493:                     if (lineLength > 0 && lineLength <= currentLinePos) {",2026
JacksonCore_3f_mutant_1185,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,loadMore,175,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,_currInputProcessed += _inputEnd;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  172:     protected final boolean loadMore()
  173:         throws IOException
  174:     {
>>175:         _currInputProcessed += _inputEnd;
  176:         _currInputRowStart -= _inputEnd;
  177: 
  178:         if (_inputStream != null) {",2026
