mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,usefulness_score,short_reason,api_status,checkpoint_status,timestamp,model,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,latency_seconds,rank
MUT_0213,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanFalseReturnValsMutator,return foundDigit;,"// PIT Mutated: replaced boolean return with false for org/apache/commons/lang3/math/NumberUtils::isCreatable
return foundDigit;","                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
                // not allowing L with an exponent or decimal point
",3,"Similar to previous mutant, may not reveal weaknesses.",success,done,2026-06-27T22:20:58,gpt-4o-mini,2191,434,2625,0.0,10.889,113
MUT_0225,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return foundDigit;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return foundDigit;","                    return false;
                }
                // single trailing decimal point after non-exponent is ok
                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
",3,"Potentially useful, but similar to original logic.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,114
MUT_0226,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return foundDigit;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return foundDigit;","                return foundDigit;
            }
            if (!allowSigns && (chars[i] == 'd' || chars[i] == 'D' || chars[i] == 'f' || chars[i] == 'F')) {
                return foundDigit;
            }
            if (chars[i] == 'l' || chars[i] == 'L') {
                // not allowing L with an exponent or decimal point
",3,"Similar to previous, but may reveal some edge cases.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,115
MUT_0229,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isCreatable,,BooleanTrueReturnValsMutator,return !allowSigns && foundDigit;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isCreatable
return !allowSigns && foundDigit;","        }
        // allowSigns is true iff the val ends in 'E'
        // found digit it to make sure weird stuff like '.' and '1E-' doesn't pass
        return !allowSigns && foundDigit;
    }

    /**
",3,"Similar to previous, but may catch some edge cases.",success,done,2026-06-27T22:21:09,gpt-4o-mini,2194,431,2625,0.0,8.116,116
MUT_0232,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isNumber,,BooleanFalseReturnValsMutator,return isCreatable(str);,"// PIT Mutated: replaced boolean return with false for org/apache/commons/lang3/math/NumberUtils::isNumber
return isCreatable(str);","     */
    @Deprecated
    public static boolean isNumber(final String str) {
        return isCreatable(str);
    }

    /**
",3,May reveal weaknesses but similar to other mutants.,success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,117
MUT_0235,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (StringUtils.isEmpty(str)) {,"// PIT Mutated: negated conditional
if (StringUtils.isEmpty(str)) {","     * @since 3.4
     */
    public static boolean isParsable(final String str) {
        if (StringUtils.isEmpty(str)) {
            return false;
        }
        if (str.charAt(str.length() - 1) == '.') {
",3,Negation may reveal some weaknesses.,success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,118
MUT_0236,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (str.charAt(str.length() - 1) == '.') {,"// PIT Mutated: negated conditional
if (str.charAt(str.length() - 1) == '.') {","        if (StringUtils.isEmpty(str)) {
            return false;
        }
        if (str.charAt(str.length() - 1) == '.') {
            return false;
        }
        if (str.charAt(0) == '-') {
",3,Negation may reveal some weaknesses.,success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,119
MUT_0237,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (str.charAt(0) == '-') {,"// PIT Mutated: negated conditional
if (str.charAt(0) == '-') {","        if (str.charAt(str.length() - 1) == '.') {
            return false;
        }
        if (str.charAt(0) == '-') {
            if (str.length() == 1) {
                return false;
            }
",3,Negation may reveal some weaknesses.,success,done,2026-06-27T22:21:17,gpt-4o-mini,2067,406,2473,0.0,7.019,120
MUT_0244,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isParsable,,BooleanTrueReturnValsMutator,"return withDecimalsParsing(str, 1);","// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isParsable
return withDecimalsParsing(str, 1);","            if (str.length() == 1) {
                return false;
            }
            return withDecimalsParsing(str, 1);
        }
        return withDecimalsParsing(str, 0);
    }
",3,"Potentially useful, but similar return value.",success,done,2026-06-27T22:21:24,gpt-4o-mini,2021,404,2425,0.0,7.002,121
MUT_0245,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,isParsable,,BooleanTrueReturnValsMutator,"return withDecimalsParsing(str, 0);","// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::isParsable
return withDecimalsParsing(str, 0);","            }
            return withDecimalsParsing(str, 1);
        }
        return withDecimalsParsing(str, 0);
    }

    private static boolean isSign(final char ch) {
",3,"Potentially useful, but similar return value.",success,done,2026-06-27T22:21:24,gpt-4o-mini,2021,404,2425,0.0,7.002,122
MUT_0252,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (b > a) {,"// PIT Mutated: changed conditional boundary
if (b > a) {","     * @return the largest of the values.
     */
    public static byte max(byte a, final byte b, final byte c) {
        if (b > a) {
            a = b;
        }
        if (c > a) {
",3,Boundary change may reveal some weaknesses.,success,done,2026-06-27T22:21:31,gpt-4o-mini,2038,398,2436,0.0,8.409,123
MUT_0253,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (c > a) {,"// PIT Mutated: changed conditional boundary
if (c > a) {","        if (b > a) {
            a = b;
        }
        if (c > a) {
            a = c;
        }
        return a;
",3,Boundary change may reveal some weaknesses.,success,done,2026-06-27T22:21:31,gpt-4o-mini,2038,398,2436,0.0,8.409,124
MUT_0259,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (b > a) {,"// PIT Mutated: changed conditional boundary
if (b > a) {","     * @return the largest of the values.
     */
    public static int max(int a, final int b, final int c) {
        if (b > a) {
            a = b;
        }
        if (c > a) {
",3,Boundary change may reveal some weaknesses.,success,done,2026-06-27T22:21:31,gpt-4o-mini,2038,398,2436,0.0,8.409,125
MUT_0260,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (c > a) {,"// PIT Mutated: changed conditional boundary
if (c > a) {","        if (b > a) {
            a = b;
        }
        if (c > a) {
            a = c;
        }
        return a;
",3,Boundary change may reveal some weaknesses.,success,done,2026-06-27T22:21:31,gpt-4o-mini,2038,398,2436,0.0,8.409,126
MUT_0264,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (b > a) {,"// PIT Mutated: changed conditional boundary
if (b > a) {","     * @return the largest of the values.
     */
    public static long max(long a, final long b, final long c) {
        if (b > a) {
            a = b;
        }
        if (c > a) {
",3,"Changes conditional boundary, moderate impact.",success,done,2026-06-27T22:21:40,gpt-4o-mini,1890,412,2302,0.0,8.437,127
MUT_0265,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (c > a) {,"// PIT Mutated: changed conditional boundary
if (c > a) {","        if (b > a) {
            a = b;
        }
        if (c > a) {
            a = c;
        }
        return a;
",3,"Changes conditional boundary, moderate impact.",success,done,2026-06-27T22:21:40,gpt-4o-mini,1890,412,2302,0.0,8.437,128
MUT_0274,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int i = 1; i < array.length; i++) {,"// PIT Mutated: changed conditional boundary
for (int i = 1; i < array.length; i++) {","        validateArray(array);
        // Finds and returns max
        byte max = array[0];
        for (int i = 1; i < array.length; i++) {
            if (array[i] > max) {
                max = array[i];
            }
",3,Boundary change may affect loop execution but is less impactful.,success,done,2026-06-27T22:21:48,gpt-4o-mini,2027,425,2452,0.0,14.241,129
MUT_0275,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (array[i] > max) {,"// PIT Mutated: changed conditional boundary
if (array[i] > max) {","        // Finds and returns max
        byte max = array[0];
        for (int i = 1; i < array.length; i++) {
            if (array[i] > max) {
                max = array[i];
            }
        }
",3,Boundary change in condition could reveal edge cases.,success,done,2026-06-27T22:21:48,gpt-4o-mini,2027,425,2452,0.0,14.241,130
MUT_0280,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int j = 1; j < array.length; j++) {,"// PIT Mutated: changed conditional boundary
for (int j = 1; j < array.length; j++) {","        validateArray(array);
        // Finds and returns max
        double max = array[0];
        for (int j = 1; j < array.length; j++) {
            if (Double.isNaN(array[j])) {
                return Double.NaN;
            }
",3,Boundary change may affect loop execution but is less impactful.,success,done,2026-06-27T22:21:48,gpt-4o-mini,2027,425,2452,0.0,14.241,131
MUT_0282,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,for (int j = 1; j < array.length; j++) {,"// PIT Mutated: negated conditional
for (int j = 1; j < array.length; j++) {","        validateArray(array);
        // Finds and returns max
        double max = array[0];
        for (int j = 1; j < array.length; j++) {
            if (Double.isNaN(array[j])) {
                return Double.NaN;
            }
",3,"Negates loop condition, potential to expose flaws.",success,done,2026-06-27T22:22:02,gpt-4o-mini,2073,409,2482,0.0,8.91,132
MUT_0290,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,for (int j = 1; j < array.length; j++) {,"// PIT Mutated: negated conditional
for (int j = 1; j < array.length; j++) {","        validateArray(array);
        // Finds and returns max
        float max = array[0];
        for (int j = 1; j < array.length; j++) {
            if (Float.isNaN(array[j])) {
                return Float.NaN;
            }
",3,"Negates loop condition, may reveal test weaknesses.",success,done,2026-06-27T22:22:02,gpt-4o-mini,2073,409,2482,0.0,8.91,133
MUT_0291,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (Float.isNaN(array[j])) {,"// PIT Mutated: negated conditional
if (Float.isNaN(array[j])) {","        // Finds and returns max
        float max = array[0];
        for (int j = 1; j < array.length; j++) {
            if (Float.isNaN(array[j])) {
                return Float.NaN;
            }
            if (array[j] > max) {
",3,Negates condition but does not change logic flow.,success,done,2026-06-27T22:22:11,gpt-4o-mini,2111,430,2541,0.0,9.917,134
MUT_0292,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (array[j] > max) {,"// PIT Mutated: negated conditional
if (array[j] > max) {","            if (Float.isNaN(array[j])) {
                return Float.NaN;
            }
            if (array[j] > max) {
                max = array[j];
            }
        }
",3,Negates condition but does not change logic flow.,success,done,2026-06-27T22:22:11,gpt-4o-mini,2111,430,2541,0.0,9.917,135
MUT_0302,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int j = 1; j < array.length; j++) {,"// PIT Mutated: changed conditional boundary
for (int j = 1; j < array.length; j++) {","        validateArray(array);
        // Finds and returns max
        long max = array[0];
        for (int j = 1; j < array.length; j++) {
            if (array[j] > max) {
                max = array[j];
            }
",3,Boundary change may affect loop execution.,success,done,2026-06-27T22:22:21,gpt-4o-mini,2069,406,2475,0.0,7.404,136
MUT_0303,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (array[j] > max) {,"// PIT Mutated: changed conditional boundary
if (array[j] > max) {","        // Finds and returns max
        long max = array[0];
        for (int j = 1; j < array.length; j++) {
            if (array[j] > max) {
                max = array[j];
            }
        }
",3,Boundary change may affect conditional execution.,success,done,2026-06-27T22:22:21,gpt-4o-mini,2069,406,2475,0.0,7.404,137
MUT_0308,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int i = 1; i < array.length; i++) {,"// PIT Mutated: changed conditional boundary
for (int i = 1; i < array.length; i++) {","        validateArray(array);
        // Finds and returns max
        short max = array[0];
        for (int i = 1; i < array.length; i++) {
            if (array[i] > max) {
                max = array[i];
            }
",3,Boundary change may affect loop execution.,success,done,2026-06-27T22:22:21,gpt-4o-mini,2069,406,2475,0.0,7.404,138
MUT_0309,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (array[i] > max) {,"// PIT Mutated: changed conditional boundary
if (array[i] > max) {","        // Finds and returns max
        short max = array[0];
        for (int i = 1; i < array.length; i++) {
            if (array[i] > max) {
                max = array[i];
            }
        }
",3,Boundary change may affect conditional execution.,success,done,2026-06-27T22:22:21,gpt-4o-mini,2069,406,2475,0.0,7.404,139
MUT_0314,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (b < a) {,"// PIT Mutated: changed conditional boundary
if (b < a) {","     * @return the smallest of the values.
     */
    public static byte min(byte a, final byte b, final byte c) {
        if (b < a) {
            a = b;
        }
        if (c < a) {
",3,Boundary change may affect logic but is context-dependent.,success,done,2026-06-27T22:22:29,gpt-4o-mini,2022,437,2459,0.0,11.614,140
MUT_0315,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (c < a) {,"// PIT Mutated: changed conditional boundary
if (c < a) {","        if (b < a) {
            a = b;
        }
        if (c < a) {
            a = c;
        }
        return a;
",3,"Similar to MUT_0314, boundary change is context-dependent.",success,done,2026-06-27T22:22:29,gpt-4o-mini,2022,437,2459,0.0,11.614,141
MUT_0323,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (b < a) {,"// PIT Mutated: negated conditional
if (b < a) {","     * @return the smallest of the values.
     */
    public static int min(int a, final int b, final int c) {
        if (b < a) {
            a = b;
        }
        if (c < a) {
",3,Negation may reveal some weaknesses but is still simple.,success,done,2026-06-27T22:22:40,gpt-4o-mini,1890,420,2310,0.0,8.174,142
MUT_0324,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (c < a) {,"// PIT Mutated: negated conditional
if (c < a) {","        if (b < a) {
            a = b;
        }
        if (c < a) {
            a = c;
        }
        return a;
",3,Negation may reveal some weaknesses but is still simple.,success,done,2026-06-27T22:22:40,gpt-4o-mini,1890,420,2310,0.0,8.174,143
MUT_0328,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (b < a) {,"// PIT Mutated: negated conditional
if (b < a) {","     * @return the smallest of the values.
     */
    public static long min(long a, final long b, final long c) {
        if (b < a) {
            a = b;
        }
        if (c < a) {
",3,Negation may reveal some weaknesses but is still simple.,success,done,2026-06-27T22:22:40,gpt-4o-mini,1890,420,2310,0.0,8.174,144
MUT_0329,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (c < a) {,"// PIT Mutated: negated conditional
if (c < a) {","        if (b < a) {
            a = b;
        }
        if (c < a) {
            a = c;
        }
        return a;
",3,Negation may reveal some weaknesses but is still simple.,success,done,2026-06-27T22:22:40,gpt-4o-mini,1890,420,2310,0.0,8.174,145
MUT_0333,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (b < a) {,"// PIT Mutated: negated conditional
if (b < a) {","     * @return the smallest of the values.
     */
    public static short min(short a, final short b, final short c) {
        if (b < a) {
            a = b;
        }
        if (c < a) {
",3,"Negates condition, may expose logical flaws in comparisons.",success,done,2026-06-27T22:22:49,gpt-4o-mini,2013,428,2441,0.0,8.318,146
MUT_0334,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (c < a) {,"// PIT Mutated: negated conditional
if (c < a) {","        if (b < a) {
            a = b;
        }
        if (c < a) {
            a = c;
        }
        return a;
",3,"Negates condition, may expose logical flaws in comparisons.",success,done,2026-06-27T22:22:49,gpt-4o-mini,2013,428,2441,0.0,8.318,147
MUT_0342,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int i = 1; i < array.length; i++) {,"// PIT Mutated: changed conditional boundary
for (int i = 1; i < array.length; i++) {","        validateArray(array);
        // Finds and returns min
        double min = array[0];
        for (int i = 1; i < array.length; i++) {
            if (Double.isNaN(array[i])) {
                return Double.NaN;
            }
",3,Boundary change may affect loop execution.,success,done,2026-06-27T22:22:57,gpt-4o-mini,2055,419,2474,0.0,8.337,148
MUT_0343,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (array[i] < min) {,"// PIT Mutated: changed conditional boundary
if (array[i] < min) {","            if (Double.isNaN(array[i])) {
                return Double.NaN;
            }
            if (array[i] < min) {
                min = array[i];
            }
        }
",3,Boundary change could impact logic but is similar to original.,success,done,2026-06-27T22:22:57,gpt-4o-mini,2055,419,2474,0.0,8.337,149
MUT_0350,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int i = 1; i < array.length; i++) {,"// PIT Mutated: changed conditional boundary
for (int i = 1; i < array.length; i++) {","        validateArray(array);
        // Finds and returns min
        float min = array[0];
        for (int i = 1; i < array.length; i++) {
            if (Float.isNaN(array[i])) {
                return Float.NaN;
            }
",3,Boundary change may affect loop execution but is similar to original.,success,done,2026-06-27T22:22:57,gpt-4o-mini,2055,419,2474,0.0,8.337,150
MUT_0351,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (array[i] < min) {,"// PIT Mutated: changed conditional boundary
if (array[i] < min) {","            if (Float.isNaN(array[i])) {
                return Float.NaN;
            }
            if (array[i] < min) {
                min = array[i];
            }
        }
",3,"Boundary condition change, moderate impact.",success,done,2026-06-27T22:23:05,gpt-4o-mini,2086,409,2495,0.0,9.47,151
MUT_0358,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,for (int j = 1; j < array.length; j++) {,"// PIT Mutated: changed conditional boundary
for (int j = 1; j < array.length; j++) {","        validateArray(array);
        // Finds and returns min
        int min = array[0];
        for (int j = 1; j < array.length; j++) {
            if (array[j] < min) {
                min = array[j];
            }
",3,"Boundary condition change, moderate impact.",success,done,2026-06-27T22:23:05,gpt-4o-mini,2086,409,2495,0.0,9.47,152
MUT_0359,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,if (array[j] < min) {,"// PIT Mutated: changed conditional boundary
if (array[j] < min) {","        // Finds and returns min
        int min = array[0];
        for (int j = 1; j < array.length; j++) {
            if (array[j] < min) {
                min = array[j];
            }
        }
",3,"Boundary condition change, moderate impact.",success,done,2026-06-27T22:23:05,gpt-4o-mini,2086,409,2495,0.0,9.47,153
MUT_0363,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,min,,PrimitiveReturnsMutator,return min;,"// PIT Mutated: replaced int return with 0 for org/apache/commons/lang3/math/NumberUtils::min
return min;","                min = array[j];
            }
        }
        return min;
    }

    /**
",3,Replacing return value with 0 may not significantly impact logic.,success,done,2026-06-27T22:23:15,gpt-4o-mini,2061,428,2489,0.0,8.203,154
MUT_0369,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,min,,PrimitiveReturnsMutator,return min;,"// PIT Mutated: replaced long return with 0 for org/apache/commons/lang3/math/NumberUtils::min
return min;","                min = array[i];
            }
        }
        return min;
    }

    // 3 param min
",3,Replacing return value with 0 may not significantly impact logic.,success,done,2026-06-27T22:23:15,gpt-4o-mini,2061,428,2489,0.0,8.203,155
MUT_0375,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,min,,PrimitiveReturnsMutator,return min;,"// PIT Mutated: replaced short return with 0 for org/apache/commons/lang3/math/NumberUtils::min
return min;","                min = array[i];
            }
        }
        return min;
    }

    /**
",3,"Changes return value, could affect functionality.",success,done,2026-06-27T22:23:23,gpt-4o-mini,2063,405,2468,0.0,8.676,156
MUT_0376,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,toByte,,PrimitiveReturnsMutator,"return toByte(str, (byte) 0);","// PIT Mutated: replaced byte return with 0 for org/apache/commons/lang3/math/NumberUtils::toByte
return toByte(str, (byte) 0);","     * @since 2.5
     */
    public static byte toByte(final String str) {
        return toByte(str, (byte) 0);
    }

    /**
",3,"Changes return value, could affect functionality.",success,done,2026-06-27T22:23:23,gpt-4o-mini,2063,405,2468,0.0,8.676,157
MUT_0377,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,toByte,,PrimitiveReturnsMutator,return Byte.parseByte(str);,"// PIT Mutated: replaced byte return with 0 for org/apache/commons/lang3/math/NumberUtils::toByte
return Byte.parseByte(str);","     */
    public static byte toByte(final String str, final byte defaultValue) {
        try {
            return Byte.parseByte(str);
        } catch (final RuntimeException e) {
            return defaultValue;
        }
",3,"Changes return value, could affect functionality.",success,done,2026-06-27T22:23:23,gpt-4o-mini,2063,405,2468,0.0,8.676,158
MUT_0378,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,toByte,,PrimitiveReturnsMutator,return defaultValue;,"// PIT Mutated: replaced byte return with 0 for org/apache/commons/lang3/math/NumberUtils::toByte
return defaultValue;","        try {
            return Byte.parseByte(str);
        } catch (final RuntimeException e) {
            return defaultValue;
        }
    }

",3,"Changes return value, could affect functionality.",success,done,2026-06-27T22:23:23,gpt-4o-mini,2063,405,2468,0.0,8.676,159
MUT_0379,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,toDouble,,PrimitiveReturnsMutator,"return toDouble(str, 0.0d);","// PIT Mutated: replaced double return with 0.0d for org/apache/commons/lang3/math/NumberUtils::toDouble
return toDouble(str, 0.0d);","     * @since 2.1
     */
    public static double toDouble(final String str) {
        return toDouble(str, 0.0d);
    }

    /**
",3,"Changes return value, could affect functionality.",success,done,2026-06-27T22:23:23,gpt-4o-mini,2063,405,2468,0.0,8.676,160
MUT_0380,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,toDouble,,PrimitiveReturnsMutator,return Double.parseDouble(str);,"// PIT Mutated: replaced double return with 0.0d for org/apache/commons/lang3/math/NumberUtils::toDouble
return Double.parseDouble(str);","     */
    public static double toDouble(final String str, final double defaultValue) {
        try {
            return Double.parseDouble(str);
        } catch (final RuntimeException e) {
            return defaultValue;
        }
",3,"Changes return value, could affect functionality.",success,done,2026-06-27T22:23:23,gpt-4o-mini,2063,405,2468,0.0,8.676,161
MUT_0383,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,return value == null ? defaultValue : value.doubleValue();,"// PIT Mutated: negated conditional
return value == null ? defaultValue : value.doubleValue();","     * @since 3.8
     */
    public static double toDouble(final BigDecimal value, final double defaultValue) {
        return value == null ? defaultValue : value.doubleValue();
    }

    /**
",3,Negation may reveal conditional handling weaknesses.,success,done,2026-06-27T22:23:32,gpt-4o-mini,2064,421,2485,0.0,11.592,162
MUT_0394,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,toScaledBigDecimal,,NullReturnValsMutator,"return toScaledBigDecimal(value, INTEGER_TWO, RoundingMode.HALF_EVEN);","// PIT Mutated: replaced return value with null for org/apache/commons/lang3/math/NumberUtils::toScaledBigDecimal
return toScaledBigDecimal(value, INTEGER_TWO, RoundingMode.HALF_EVEN);","     * @since 3.8
     */
    public static BigDecimal toScaledBigDecimal(final Double value) {
        return toScaledBigDecimal(value, INTEGER_TWO, RoundingMode.HALF_EVEN);
    }

    /**
",3,"Potentially useful, but may not reveal significant weaknesses.",success,done,2026-06-27T22:23:43,gpt-4o-mini,2212,412,2624,0.0,7.93,163
MUT_0418,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,IncrementsMutator,decimalPoints++;,"// PIT Mutated: Changed increment from 1 to -1
decimalPoints++;","            final char ch = str.charAt(i);
            final boolean isDecimalPoint = ch == '.';
            if (isDecimalPoint) {
                decimalPoints++;
            }
            if (decimalPoints > 1) {
                return false;
",3,Changing increments can affect loop behavior.,success,done,2026-06-27T22:23:59,gpt-4o-mini,2186,404,2590,0.0,8.051,164
MUT_0425,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,withDecimalsParsing,,BooleanFalseReturnValsMutator,return true;,"// PIT Mutated: replaced boolean return with false for org/apache/commons/lang3/math/NumberUtils::withDecimalsParsing
return true;","                return false;
            }
        }
        return true;
    }

    /**
",3,"Potentially useful, but may not reveal weaknesses.",success,done,2026-06-27T22:24:07,gpt-4o-mini,1431,292,1723,0.0,5.572,165
MUT_0426,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,withDecimalsParsing,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::withDecimalsParsing
return false;","                decimalPoints++;
            }
            if (decimalPoints > 1) {
                return false;
            }
            if (!isDecimalPoint && !Character.isDigit(ch)) {
                return false;
",3,"Potentially useful, but may not reveal weaknesses.",success,done,2026-06-27T22:24:07,gpt-4o-mini,1431,292,1723,0.0,5.572,166
MUT_0427,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,withDecimalsParsing,,BooleanTrueReturnValsMutator,return false;,"// PIT Mutated: replaced boolean return with true for org/apache/commons/lang3/math/NumberUtils::withDecimalsParsing
return false;","                return false;
            }
            if (!isDecimalPoint && !Character.isDigit(ch)) {
                return false;
            }
        }
        return true;
",3,"Potentially useful, but may not reveal weaknesses.",success,done,2026-06-27T22:24:07,gpt-4o-mini,1431,292,1723,0.0,5.572,167
MUT_0008,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,ConditionalsBoundaryMutator,"} else if (str.startsWith(""0"", pos) && str.length() > pos + 1) { // octal; so long as there are additional digits","// PIT Mutated: changed conditional boundary
} else if (str.startsWith(""""0"""", pos) && str.length() > pos + 1) { // octal; so long as there are additional digits","        } else if (str.startsWith(""#"", pos)) { // alternative hex (allowed by Long/Integer)
            radix = 16;
            pos++;
        } else if (str.startsWith(""0"", pos) && str.length() > pos + 1) { // octal; so long as there are additional digits
            radix = 8;
            pos++;
        } // default is to treat as decimal
",2,Boundary condition change may not be significant.,success,done,2026-06-27T22:17:53,gpt-4o-mini,2163,401,2564,0.0,10.02,168
MUT_0013,commons-lang3,3.20.0,org.apache.commons.lang3.math.NumberUtils,,,NegateConditionalsMutator,if (str == null) {,"// PIT Mutated: negated conditional
if (str == null) {","     * @since 3.2
     */
    public static BigInteger createBigInteger(final String str) {
        if (str == null) {
            return null;
        }
        if (str.isEmpty()) {
",2,Negated conditional is equivalent to original.,success,done,2026-06-27T22:18:03,gpt-4o-mini,2450,402,2852,0.0,8.873,169
