mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
Codec_3f_mutant_7,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,cleanInput,925,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (input.length() == 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  922:             return null;
  923:         }
  924:         input = input.trim();
>>925:         if (input.length() == 0) {
  926:             return null;
  927:         }
  928:         return input.toUpperCase(java.util.Locale.ENGLISH);",42
Codec_5f_mutant_58,Codec,5f,org.apache.commons.codec.binary.Base64,decode,593,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,x = x << 6;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  590:             x = x << 6;
  591:             switch (modulus) {
  592:                 case 2 :
>>593:                     x = x << 6;
  594:                     buffer[pos++] = (byte) ((x >> 16) & MASK_8BITS);
  595:                     break;
  596:                 case 3 :",42
JacksonCore_9f_mutant_2614,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,getNextChar,171,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,if (!loadMore()) { _reportInvalidEOF(eofMsg); },PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  168: 
  169:     protected char getNextChar(String eofMsg) throws IOException {
  170:         if (_inputPtr >= _inputEnd) {
>>171:             if (!loadMore()) { _reportInvalidEOF(eofMsg); }
  172:         }
  173:         return _inputBuffer[_inputPtr++];
  174:     }",42
JacksonCore_2f_mutant_1073,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,addName,2063,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,if ((ch2 & 0xC0) != 0x080) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2060:                     ch2 = (ch2 >> ((3 - byteIx) << 3));
  2061:                     ++ix;
  2062: 
>>2063:                     if ((ch2 & 0xC0) != 0x080) {
  2064:                         _reportInvalidOther(ch2);
  2065:                     }
  2066:                     ch = (ch << 6) | (ch2 & 0x3F);",42
JacksonCore_3f_mutant_1422,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseMediumName,1566,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,q2 = (q2 << 8) | i;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1563:             }
  1564:             return parseName(_quad1, q2, i, 3);
  1565:         }
>>1566:         q2 = (q2 << 8) | i;
  1567:         i = _inputBuffer[_inputPtr++] & 0xFF;
  1568:         if (codes[i] != 0) {
  1569:             if (i == INT_QUOTE) { // 8 bytes",42
JacksonCore_3f_mutant_1261,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextLongValue,1131,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_currToken == JsonToken.FIELD_NAME) { // mostly copied from '_nextAfterName',PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1128:         throws IOException, JsonParseException
  1129:     {
  1130:         // two distinct cases; either got name and we know next type, or 'other'
>>1131:         if (_currToken == JsonToken.FIELD_NAME) { // mostly copied from '_nextAfterName'
  1132:             _nameCopied = false;
  1133:             JsonToken t = _nextToken;
  1134:             _nextToken = null;",42
JacksonCore_2f_mutant_1236,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextFieldName,858,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"_reportMismatchedEndMarker(i, ']');",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  855:         }
  856:         if (i == INT_RCURLY) {
  857:             if (!_parsingContext.inObject()) {
>>858:                 _reportMismatchedEndMarker(i, ']');
  859:             }
  860:             _parsingContext = _parsingContext.getParent();
  861:             _currToken = JsonToken.END_OBJECT;",42
JacksonCore_9f_mutant_1608,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseLongName,1814,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,q = (q << 8) | i;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1811:                 return parseEscapedName(_quadBuffer, qlen, q, i, 1);
  1812:             }
  1813: 
>>1814:             q = (q << 8) | i;
  1815:             i = input[_inputPtr++] & 0xFF;
  1816:             if (codes[i] != 0) {
  1817:                 if (i == INT_QUOTE) {",42
JacksonCore_1f_mutant_376,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,unshare,647,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (sharedLen > 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  644:         if (_currentSegment == null || needed > _currentSegment.length) {
  645:             _currentSegment = findBuffer(needed);
  646:         }
>>647:         if (sharedLen > 0) {
  648:             System.arraycopy(inputBuf, start, _currentSegment, 0, sharedLen);
  649:         }
  650:         _segmentSize = 0;",42
JacksonCore_3f_mutant_465,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseAposName,1887,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (ch > 127) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1884:                  * If this happens often, may want to use different name
  1885:                  * canonicalization to avoid these hits.
  1886:                  */
>>1887:                 if (ch > 127) {
  1888:                     // Ok, we'll need room for first byte right away
  1889:                     if (currQuadBytes >= 4) {
  1890:                         if (qlen >= quads.length) {",42
JacksonCore_2f_mutant_1568,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_finishString2,1577,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (outPtr >= outBuf.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1574:                 }
  1575:             }
  1576:             // Need more room?
>>1577:             if (outPtr >= outBuf.length) {
  1578:                 outBuf = _textBuffer.finishCurrentSegment();
  1579:                 outPtr = 0;
  1580:             }",42
JacksonCore_9f_mutant_2269,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_readBinary,496,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,ch = _inputBuffer[_inputPtr++];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  493:                     if (_inputPtr >= _inputEnd) {
  494:                         loadMoreGuaranteed();
  495:                     }
>>496:                     ch = _inputBuffer[_inputPtr++];
  497:                     if (!b64variant.usesPaddingChar(ch)) {
  498:                         throw reportInvalidBase64Char(b64variant, ch, 3, ""expected padding character '""+b64variant.getPaddingChar()+""'"");
  499:                     }",42
Csv_7f_mutant_18,Csv,7f,org.apache.commons.csv.CSVParser,initializeHeader,359,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (nextRecord != null) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  356:             if (formatHeader.length == 0) {
  357:                 // read the header from the first line of the file
  358:                 final CSVRecord nextRecord = this.nextRecord();
>>359:                 if (nextRecord != null) {
  360:                     header = nextRecord.values();
  361:                 }
  362:             } else {",42
JacksonCore_9f_mutant_968,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipComment,3037,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,int c = _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3034:         if (_inputPtr >= _inputEnd && !loadMore()) {
  3035:             _reportInvalidEOF("" in a comment"");
  3036:         }
>>3037:         int c = _inputBuffer[_inputPtr++] & 0xFF;
  3038:         if (c == '/') {
  3039:             _skipLine();
  3040:         } else if (c == '*') {",42
Codec_3f_mutant_17,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,conditionC0,814,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,} else if (index <= 1) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  811:     private boolean conditionC0(String value, int index) {
  812:         if (contains(value, index, 4, ""CHIA"")) {
  813:             return true;
>>814:         } else if (index <= 1) {
  815:             return false;
  816:         } else if (isVowel(charAt(value, index - 2))) {
  817:             return false;",42
Codec_4f_mutant_84,Codec,4f,org.apache.commons.codec.binary.Base64,discardWhitespace,855,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,for (int i = 0; i < data.length; i++) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  852:     static byte[] discardWhitespace(byte[] data) {
  853:         byte groomedData[] = new byte[data.length];
  854:         int bytesCopied = 0;
>>855:         for (int i = 0; i < data.length; i++) {
  856:             switch (data[i]) {
  857:                 case ' ' :
  858:                 case '\n' :",42
JacksonCore_9f_mutant_2091,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseName2,1302,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,} else if (i <= endChar) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1299:                      * For now let's assume it does not.
  1300:                      */
  1301:                     c = _decodeEscaped();
>>1302:                 } else if (i <= endChar) {
  1303:                     if (i == endChar) {
  1304:                         break;
  1305:                     }",42
JacksonCore_9f_mutant_1372,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,getValueAsString,323,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return getCurrentName();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  320:             return _textBuffer.contentsAsString();
  321:         }
  322:         if (_currToken == JsonToken.FIELD_NAME) {
>>323:             return getCurrentName();
  324:         }
  325:         return super.getValueAsString(defValue);
  326:     }",42
JacksonCore_9f_mutant_1562,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,parseEscapedName,1965,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,quads[qlen++] = currQuad;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  1962:                 if (qlen >= quads.length) {
  1963:                     _quadBuffer = quads = growArrayBy(quads, quads.length);
  1964:                 }
>>1965:                 quads[qlen++] = currQuad;
  1966:                 currQuad = ch;
  1967:                 currQuadBytes = 1;
  1968:             }",42
Codec_9f_mutant_235,Codec,9f,org.apache.commons.codec.binary.Base64,resizeBuffer,383,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (buffer == null) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  380: 
  381:     /** Doubles our buffer. */
  382:     private void resizeBuffer() {
>>383:         if (buffer == null) {
  384:             buffer = new byte[DEFAULT_BUFFER_SIZE];
  385:             pos = 0;
  386:             readPos = 0;",42
JacksonCore_10f_mutant_261,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,addName,839,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,_hashArea[offset+2] = q[2];,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  836:                 offset = _findOffsetForAdd(calcHash(q[0], q[1], q[2]));
  837:                 _hashArea[offset] = q[0];
  838:                 _hashArea[offset+1] = q[1];
>>839:                 _hashArea[offset+2] = q[2];
  840:                 _hashArea[offset+3] = 3;
  841:             }
  842:             break;",42
JacksonCore_3f_mutant_1027,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,addName,2056,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if ((ix + needed) > byteLen) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  2053:                     _reportInvalidInitial(ch);
  2054:                     needed = ch = 1; // never really gets this far
  2055:                 }
>>2056:                 if ((ix + needed) > byteLen) {
  2057:                     _reportInvalidEOF("" in field name"");
  2058:                 }
  2059: ",42
JacksonCore_4f_mutant_190,JacksonCore,4f,com.fasterxml.jackson.core.util.TextBuffer,size,274,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return _segmentSize + _currentSize;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  271:             return _resultString.length();
  272:         }
  273:         // local segmented buffers
>>274:         return _segmentSize + _currentSize;
  275:     }
  276: 
  277:     public int getTextOffset() {",42
JacksonCore_1f_mutant_188,JacksonCore,1f,com.fasterxml.jackson.core.io.NumberInput,parseLong,131,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (length <= 9) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  128:          * that is, if we know they must be ints, call int parsing
  129:          */
  130:         int length = str.length();
>>131:         if (length <= 9) {
  132:             return (long) parseInt(str);
  133:         }
  134:         // !!! TODO: implement efficient 2-int parsing...",42
JacksonCore_10f_mutant_475,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,release,324,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_parent != null && maybeDirty()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  321:     public void release()
  322:     {
  323:         // we will try to merge if child table has new entries
>>324:         if (_parent != null && maybeDirty()) {
  325:             _parent.mergeChild(new TableInfo(this));
  326:             /* Let's also mark this instance as dirty, so that just in
  327:              * case release was too early, there's no corruption of possibly shared data.",42
JacksonCore_9f_mutant_55,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeBase64,3583,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (bits < 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3580:             }
  3581:             ch = _inputBuffer[_inputPtr++] & 0xFF;
  3582:             bits = b64variant.decodeBase64Char(ch);
>>3583:             if (bits < 0) {
  3584:                 if (bits != Base64Variant.BASE64_VALUE_PADDING) {
  3585:                     // as per [JACKSON-631], could also just be 'missing'  padding
  3586:                     if (ch == '""' && !b64variant.usesPadding()) {",42
JacksonCore_3f_mutant_878,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipLine,2776,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (code < 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  2773:                     _skipUtf8_4(i);
  2774:                     break;
  2775:                 default: // e.g. -1
>>2776:                     if (code < 0) {
  2777:                         // Is this good enough error message?
  2778:                         _reportInvalidChar(i);
  2779:                     }",42
JacksonCore_2f_mutant_658,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseNumber,1231,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (outPtr >= outBuf.length) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1228:                 break;
  1229:             }
  1230:             ++intLen;
>>1231:             if (outPtr >= outBuf.length) {
  1232:                 outBuf = _textBuffer.finishCurrentSegment();
  1233:                 outPtr = 0;
  1234:             }",42
Codec_8f_mutant_69,Codec,8f,org.apache.commons.codec.binary.Base64,decode,534,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (buffer == null || buffer.length - pos < decodeSize) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  531:             eof = true;
  532:         }
  533:         for (int i = 0; i < inAvail; i++) {
>>534:             if (buffer == null || buffer.length - pos < decodeSize) {
  535:                 resizeBuffer();
  536:             }
  537:             byte b = in[inPos++];",42
JacksonCore_9f_mutant_332,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleInvalidNumberStart,2719,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  2716:         throws IOException
  2717:     {
  2718:         while (ch == 'I') {
>>2719:             if (_inputPtr >= _inputEnd) {
  2720:                 if (!loadMore()) {
  2721:                     _reportInvalidEOFInValue();
  2722:                 }",42
JacksonCore_9f_mutant_909,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipColon2,3016,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,++_currInputRow;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  3013:                 gotColon = true;
  3014:             } else if (i != INT_SPACE) {
  3015:                 if (i == INT_LF) {
>>3016:                     ++_currInputRow;
  3017:                     _currInputRowStart = _inputPtr;
  3018:                 } else if (i == INT_CR) {
  3019:                     _skipCR();",42
Codec_1f_mutant_102,Codec,1f,org.apache.commons.codec.language.Metaphone,metaphone,230,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if ((n > 0) &&,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  227:                     if (isLastChar(wdsz, n)) {
  228:                         break ; // terminal H
  229:                     }
>>230:                     if ((n > 0) &&
  231:                         (VARSON.indexOf(local.charAt(n - 1)) >= 0)) {
  232:                         break;
  233:                     }",42
Codec_8f_mutant_189,Codec,8f,org.apache.commons.codec.binary.Base64,getEncodeLength,935,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,chunkSize = (chunkSize / 4) * 4;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  932:      */
  933:     private static long getEncodeLength(byte[] pArray, int chunkSize, byte[] chunkSeparator) {
  934:         // base64 always encodes to multiples of 4.
>>935:         chunkSize = (chunkSize / 4) * 4;
  936: 
  937:         long len = (pArray.length * 4) / 3;
  938:         long mod = len % 4;",42
Codec_3f_mutant_66,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,conditionM0,875,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"if (charAt(value, index + 1) == 'M') {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  872:      * Complex condition 0 for 'M'
  873:      */
  874:     private boolean conditionM0(String value, int index) {
>>875:         if (charAt(value, index + 1) == 'M') {
  876:             return true;
  877:         }
  878:         return contains(value, index - 1, 3, ""UMB"") &&",42
Codec_3f_mutant_201,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleCC,341,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"if ((index == 1 && charAt(value, index - 1) == 'A') ||",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  338:         if (contains(value, index + 2, 1, ""I"", ""E"", ""H"") &&
  339:             !contains(value, index + 2, 2, ""HU"")) {
  340:             //-- ""bellocchio"" but not ""bacchus"" --//
>>341:             if ((index == 1 && charAt(value, index - 1) == 'A') ||
  342:                 contains(value, index - 1, 5, ""UCCEE"", ""UCCES"")) {
  343:                 //-- ""accident"", ""accede"", ""succeed"" --//
  344:                 result.append(""KS"");",42
Codec_3f_mutant_92,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,contains,1013,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,if (start >= 0 && start + length <= value.length()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1010:     protected static boolean contains(String value, int start, int length,
  1011:                                       String[] criteria) {
  1012:         boolean result = false;
>>1013:         if (start >= 0 && start + length <= value.length()) {
  1014:             String target = value.substring(start, start + length);
  1015: 
  1016:             for (int i = 0; i < criteria.length; i++) {",42
JacksonCore_2f_mutant_865,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipComment,2688,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!isEnabled(Feature.ALLOW_COMMENTS)) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2685: 
  2686:     private void _skipComment() throws IOException
  2687:     {
>>2688:         if (!isEnabled(Feature.ALLOW_COMMENTS)) {
  2689:             _reportUnexpectedChar('/', ""maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser)"");
  2690:         }
  2691:         // First: check which comment (if either) it is:",42
JacksonCore_3f_mutant_402,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_isNextTokenNameYes,948,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i == INT_LBRACKET) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  945:                 _nextToken = JsonToken.START_OBJECT;
  946:                 return;
  947:             }
>>948:             if (i == INT_LBRACKET) {
  949:                 _nextToken = JsonToken.START_ARRAY;
  950:                 return;
  951:             }",42
JacksonCore_3f_mutant_957,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipWS,2509,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,final int i = _inputBuffer[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2506:     {
  2507:         final int[] codes = _icWS;
  2508:         while (_inputPtr < _inputEnd || loadMore()) {
>>2509:             final int i = _inputBuffer[_inputPtr++] & 0xFF;
  2510:             switch (codes[i]) {
  2511:             case 0: // done!
  2512:                 return i;",42
JacksonCore_2f_mutant_1118,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,findName,1952,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return name;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  1949:         // Usually we'll find it from the canonical symbol table already
  1950:         Name name = _symbols.findName(q1);
  1951:         if (name != null) {
>>1952:             return name;
  1953:         }
  1954:         // If not, more work. We'll need add stuff to buffer
  1955:         _quadBuffer[0] = q1;",42
JacksonCore_2f_mutant_1274,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextToken,622,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (i < 0) { // end-of-input,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  619:         }
  620: 
  621:         int i = _skipWSOrEnd();
>>622:         if (i < 0) { // end-of-input
  623:             /* 19-Feb-2009, tatu: Should actually close/release things
  624:              *    like input source, symbol table and recyclable buffers now.
  625:              */",42
JacksonCore_2f_mutant_2140,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,getTextCharacters,282,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,} else if (_nameCopyBuffer.length < nameLen) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  279:                     int nameLen = name.length();
  280:                     if (_nameCopyBuffer == null) {
  281:                         _nameCopyBuffer = _ioContext.allocNameCopyBuffer(nameLen);
>>282:                     } else if (_nameCopyBuffer.length < nameLen) {
  283:                         _nameCopyBuffer = new char[nameLen];
  284:                     }
  285:                     name.getChars(0, nameLen, _nameCopyBuffer, 0);",42
JacksonCore_3f_mutant_351,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_handleOddName,1830,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (currQuadBytes > 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1827:             ++_inputPtr;
  1828:         }
  1829: 
>>1830:         if (currQuadBytes > 0) {
  1831:             if (qlen >= quads.length) {
  1832:                 _quadBuffer = quads = growArrayBy(quads, quads.length);
  1833:             }",42
JacksonCore_2f_mutant_1880,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1023,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (c < INT_0 || c > INT_9) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1020:                     break fract_loop;
  1021:                 }
  1022:                 c = _inputBuffer[_inputPtr++];
>>1023:                 if (c < INT_0 || c > INT_9) {
  1024:                     break fract_loop;
  1025:                 }
  1026:                 ++fractLen;",42
JacksonCore_10f_mutant_367,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,findName,509,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if ((q1 == hashArea[offset]) && (q2 == hashArea[offset+1])) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  506:         int len = hashArea[offset+3];
  507: 
  508:         if (len == 2) {
>>509:             if ((q1 == hashArea[offset]) && (q2 == hashArea[offset+1])) {
  510:                 return _names[offset >> 2];
  511:             }
  512:         } else if (len == 0) { // empty slot; unlikely but avoid further lookups if so",42
JacksonCore_3f_mutant_102,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeCharForError,2869,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if ((d & 0xC0) != 0x080) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2866: 
  2867:             if (needed > 1) { // needed == 1 means 2 bytes total
  2868:                 d = nextByte(); // 3rd byte
>>2869:                 if ((d & 0xC0) != 0x080) {
  2870:                     _reportInvalidOther(d & 0xFF);
  2871:                 }
  2872:                 c = (c << 6) | (d & 0x3F);",42
Csv_3f_mutant_7,Csv,3f,org.apache.commons.csv.Lexer,isEndOfFile,166,org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,return c == END_OF_STREAM;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.BooleanTrueReturnValsMutator,"  163:      * @return true if the given character indicates end of file
  164:      */
  165:     boolean isEndOfFile(final int c) {
>>166:         return c == END_OF_STREAM;
  167:     }
  168: 
  169:     boolean isDelimiter(final int c) {",42
Codec_9f_mutant_97,Codec,9f,org.apache.commons.codec.binary.Base64,encode,443,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (inAvail < 0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  440:         }
  441:         // inAvail < 0 is how we're informed of EOF in the underlying data we're
  442:         // encoding.
>>443:         if (inAvail < 0) {
  444:             eof = true;
  445:             if (buffer == null || buffer.length - pos < encodeSize) {
  446:                 resizeBuffer();",42
JacksonCore_2f_mutant_731,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,544,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,decodedData >>= 4;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  541:                         throw reportInvalidBase64Char(b64variant, ch, 3, ""expected padding character '""+b64variant.getPaddingChar()+""'"");
  542:                     }
  543:                     // Got 12 bits, only need 8, need to shift
>>544:                     decodedData >>= 4;
  545:                     buffer[outputPtr++] = (byte) decodedData;
  546:                     continue;
  547:                 }",42
